row_id,prefix_end,stage,is_full_sentence,global_prefix_id,sentence,label,type,location,ambiguous_lemma,cue_start_lemma,cue_end_lemma,morphological_parsing,lemma_split,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,n_tokens
1,2,pre_ambiguity,False,32,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,3,pre_ambiguity,False,33,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,4,pre_ambiguity,False,34,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,5,pre_ambiguity,False,35,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,6,pre_ambiguity,False,36,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,7,pre_ambiguity,False,37,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,8,pre_ambiguity,False,38,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,9,pre_ambiguity,False,39,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,10,pre_ambiguity,False,40,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,11,pre_ambiguity,False,41,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,12,pre_ambiguity,False,42,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,13,pre_ambiguity,False,43,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,14,pre_ambiguity,False,44,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,15,pre_ambiguity,False,45,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,16,pre_ambiguity,False,46,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,17,cue_onset,False,47,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,18,cue_onset,False,48,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,19,cue_onset,False,49,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,20,post_cue_pre_ambiguity,False,50,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,21,ambiguity_onset,False,51,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,22,ambiguity_onset,False,52,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,23,post_cue,False,53,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
1,24,full_sentence,True,54,Gidiyordu ama bizim kiracının da daire dönüşlerinde niyeti ev arama idi.,nominalizer,syntactic,before,arama,niyeti,niyeti,ara-NMLZ,ara-ma,62,67,52,58,21,22,17,19,25
2,0,pre_ambiguity,False,55,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,1,pre_ambiguity,False,56,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,2,pre_ambiguity,False,57,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,3,pre_ambiguity,False,58,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,4,pre_ambiguity,False,59,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,5,pre_ambiguity,False,60,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,6,pre_ambiguity,False,61,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,7,pre_ambiguity,False,62,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,8,pre_ambiguity,False,63,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,9,pre_ambiguity,False,64,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,10,pre_ambiguity,False,65,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,11,pre_ambiguity,False,66,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,12,pre_ambiguity,False,67,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,13,pre_ambiguity,False,68,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,14,pre_ambiguity,False,69,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,15,pre_ambiguity,False,70,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,16,pre_ambiguity,False,71,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,17,pre_ambiguity,False,72,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,18,ambiguity_onset,False,73,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,19,ambiguity_onset,False,74,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,20,cue_onset,False,75,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,21,cue_onset,False,76,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,22,cue_onset,False,77,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,23,cue_onset,False,78,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
2,24,full_sentence,True,79,"Gidiyordu ama bizim kiracı da daire dönüşlerinde, ev arama sen yine de!",negation,syntactic,after,arama,sen,de!,ara-NEG.IMP.2SG,ara-ma,53,58,59,71,18,19,20,24,25
3,0,pre_ambiguity,False,80,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,1,pre_ambiguity,False,81,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,2,pre_ambiguity,False,82,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,3,pre_ambiguity,False,83,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,4,ambiguity_onset,False,84,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,5,ambiguity_onset,False,85,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,6,ambiguity_onset,False,86,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,7,cue_onset,False,87,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,8,cue_onset,False,88,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,9,cue_onset,False,89,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,10,cue_onset,False,90,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,11,post_cue,False,91,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,12,post_cue,False,92,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,13,post_cue,False,93,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,14,post_cue,False,94,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,15,post_cue,False,95,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,16,post_cue,False,96,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,17,post_cue,False,97,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,18,post_cue,False,98,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,19,post_cue,False,99,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,20,post_cue,False,100,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,21,post_cue,False,101,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,22,post_cue,False,102,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,23,post_cue,False,103,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,24,post_cue,False,104,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,25,post_cue,False,105,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,26,post_cue,False,106,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
3,27,full_sentence,True,107,Benzer bir ev toplama efsanesine de Eskişehir'de öğrenciyken şahit olmuştum.,nominalizer,syntactic,after,toplama,efsanesine,efsanesine,topla-NMLZ,topla-ma,14,21,22,32,4,6,7,10,28
4,0,cue_onset,False,108,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,1,cue_onset,False,109,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,2,cue_onset,False,110,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,3,cue_onset,False,111,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,4,ambiguity_onset,False,112,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,5,ambiguity_onset,False,113,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
4,6,ambiguity_onset,False,114,"Benzer bir ev toplama, ben bu efsaneye Eskişehir'de öğrenciyken şahit olmuştum.",negation,syntactic,after,toplama,ben,efsaneye,topla-NEG.IMP.2SG,topla-ma,14,21,0,38,4,6,0,13,30
