row_id,prefix_end,prefix_text,current_token,stage,is_full_sentence,label,type,location,computed_location,cue_relative_position,global_prefix_id,sentence,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json,tracked_token_index,tracked_token_text,tracked_region,ambiguity_vector_available
64,24,Artık sana da 'Karını aldatma!' dememiz gerekiyorsa biz ölelim.,.,full_sentence,True,negation,syntactic,before,before,-2,1228,Artık sana da 'Karını aldatma!' dememiz gerekiyorsa biz ölelim.,True,aldatma,Karını,Karını,aldat-ma,aldat-NEG.IMP.2SG,22,29,15,21,8,10,6,7,2,3,2,False,aldatma,Karını,Ġal dat ma,Kar Ä±nÄ±,25,"[""Art"", ""Ä±k"", ""Ġs"", ""ana"", ""Ġda"", ""Ġ'"", ""Kar"", ""Ä±nÄ±"", ""Ġal"", ""dat"", ""ma"", ""!'"", ""Ġdem"", ""em"", ""iz"", ""Ġgere"", ""ki"", ""y"", ""ors"", ""a"", ""Ġbiz"", ""ĠÃ¶"", ""le"", ""lim"", "".""]",24,.,post_cue_or_post_ambiguity,True
67,21,AB'den Google'a çok sert çıkış: Arama verilerini sunucularında saklama.,.,full_sentence,True,negation,syntactic,before,before,-14,1283,AB'den Google'a çok sert çıkış: Arama verilerini sunucularında saklama.,True,saklama,çok,sunucularında,sakla-ma,sakla-NEG.IMP.2SG,63,70,16,62,19,20,5,18,14,2,14,False,saklama,çok sert çıkış: Arama verilerini sunucularında,Ġsak lama,ĠÃ§ok Ġs ert ĠÃ§Ä±kÄ±ÅŁ : ĠAr ama Ġver iler ini Ġsun uc ular Ä±nda,22,"[""AB"", ""'d"", ""en"", ""ĠGoogle"", ""'a"", ""ĠÃ§ok"", ""Ġs"", ""ert"", ""ĠÃ§Ä±kÄ±ÅŁ"", "":"", ""ĠAr"", ""ama"", ""Ġver"", ""iler"", ""ini"", ""Ġsun"", ""uc"", ""ular"", ""Ä±nda"", ""Ġsak"", ""lama"", "".""]",21,.,post_cue_or_post_ambiguity,True
68,26,"Yaptığın yanlışı benim karşıma geçip de savunma artık, kendini küçük düşürüyorsun.",.,full_sentence,True,negation,syntactic,before,before,-13,1310,"Yaptığın yanlışı benim karşıma geçip de savunma artık, kendini küçük düşürüyorsun.",True,savunma,Yaptığın,de,savun-ma,savun-NEG.IMP.2SG,40,47,0,39,13,15,0,12,13,3,13,False,savunma,Yaptığın yanlışı benim karşıma geçip de,Ġsav un ma,Y apt Ä±ÄŁ Ä±n ĠyanlÄ± ÅŁÄ± Ġben im ĠkarÅŁÄ± ma ĠgeÃ§ ip Ġde,27,"[""Y"", ""apt"", ""Ä±ÄŁ"", ""Ä±n"", ""ĠyanlÄ±"", ""ÅŁÄ±"", ""Ġben"", ""im"", ""ĠkarÅŁÄ±"", ""ma"", ""ĠgeÃ§"", ""ip"", ""Ġde"", ""Ġsav"", ""un"", ""ma"", ""ĠartÄ±k"", "","", ""Ġkend"", ""ini"", ""ĠkÃ¼Ã§Ã¼k"", ""ĠdÃ¼ÅŁ"", ""Ã¼rÃ¼"", ""y"", ""ors"", ""un"", "".""]",26,.,post_cue_or_post_ambiguity,True
69,23,Migrenini tetiklemek istemiyorsan tavandaki beyaz ışığı yakma.,.,full_sentence,True,negation,syntactic,before,before,-8,1334,Migrenini tetiklemek istemiyorsan tavandaki beyaz ışığı yakma.,True,yakma,tavandaki,ışığı,yak-ma,yak-NEG.IMP.2SG,56,61,34,55,21,22,13,20,8,2,8,False,yakma,tavandaki beyaz ışığı,Ġyak ma,Ġtav and aki Ġbey az Ġ Ä±ÅŁ Ä±ÄŁÄ±,24,"[""M"", ""ig"", ""ren"", ""ini"", ""Ġtet"", ""ik"", ""lem"", ""ek"", ""Ġist"", ""em"", ""iy"", ""ors"", ""an"", ""Ġtav"", ""and"", ""aki"", ""Ġbey"", ""az"", ""Ġ"", ""Ä±ÅŁ"", ""Ä±ÄŁÄ±"", ""Ġyak"", ""ma"", "".""]",23,.,post_cue_or_post_ambiguity,True
71,21,Akif'in niyetinin karısını aldatma olduğunu hiçbirimiz bilmiyorduk.,.,full_sentence,True,nominalizer,syntactic,before,before,-9,1387,Akif'in niyetinin karısını aldatma olduğunu hiçbirimiz bilmiyorduk.,True,aldatma,Akif'in,karısını,aldat-ma,aldat-NMLZ,27,34,0,26,9,11,0,8,9,3,9,False,aldatma,Akif'in niyetinin karısını,Ġal dat ma,Ak if 'in Ġni yet inin Ġkar Ä±s Ä±nÄ±,22,"[""Ak"", ""if"", ""'in"", ""Ġni"", ""yet"", ""inin"", ""Ġkar"", ""Ä±s"", ""Ä±nÄ±"", ""Ġal"", ""dat"", ""ma"", ""ĠolduÄŁunu"", ""ĠhiÃ§bir"", ""im"", ""iz"", ""Ġbil"", ""mi"", ""y"", ""ord"", ""uk"", "".""]",21,.,post_cue_or_post_ambiguity,True
72,20,Bizim şirketin çalışanlarının hiç de öyle ofiste bulunma gibi arzuları yok.,.,full_sentence,True,nominalizer,syntactic,before,before,-12,1408,Bizim şirketin çalışanlarının hiç de öyle ofiste bulunma gibi arzuları yok.,True,bulunma,Bizim,ofiste,bulun-ma,bulun-NMLZ,49,56,0,48,12,13,0,11,12,2,12,False,bulunma,Bizim şirketin çalışanlarının hiç de öyle ofiste,Ġbulun ma,Biz im ĠÅŁirket in ĠÃ§alÄ±ÅŁan larÄ±nÄ±n ĠhiÃ§ Ġde ĠÃ¶ yle Ġof iste,21,"[""Biz"", ""im"", ""ĠÅŁirket"", ""in"", ""ĠÃ§alÄ±ÅŁan"", ""larÄ±nÄ±n"", ""ĠhiÃ§"", ""Ġde"", ""ĠÃ¶"", ""yle"", ""Ġof"", ""iste"", ""Ġbulun"", ""ma"", ""Ġgibi"", ""Ġar"", ""z"", ""ular"", ""Ä±"", ""Ġyok"", "".""]",20,.,post_cue_or_post_ambiguity,True
74,30,Çoğu zaman ergenin içgüdüsü başına gelen stresli olayları ebeveyninden saklama yönünde.,.,full_sentence,True,nominalizer,syntactic,before,before,-22,1439,Çoğu zaman ergenin içgüdüsü başına gelen stresli olayları ebeveyninden saklama yönünde.,True,saklama,ergenin,ebeveyninden,sakla-ma,sakla-NMLZ,71,78,11,70,26,27,4,25,22,2,22,False,saklama,ergenin içgüdüsü başına gelen stresli olayları ebeveyninden,Ġsak lama,Ġerg en in ĠiÃ§ gÃ¼ dÃ¼ s Ã¼ ĠbaÅŁÄ±na Ġg elen Ġst res li Ġo lay larÄ± Ġe be ve yn inden,31,"[""Ãĩ"", ""o"", ""ÄŁu"", ""Ġzaman"", ""Ġerg"", ""en"", ""in"", ""ĠiÃ§"", ""gÃ¼"", ""dÃ¼"", ""s"", ""Ã¼"", ""ĠbaÅŁÄ±na"", ""Ġg"", ""elen"", ""Ġst"", ""res"", ""li"", ""Ġo"", ""lay"", ""larÄ±"", ""Ġe"", ""be"", ""ve"", ""yn"", ""inden"", ""Ġsak"", ""lama"", ""ĠyÃ¶n"", ""Ã¼nde"", "".""]",30,.,post_cue_or_post_ambiguity,True
76,19,Ayşe'nin endişeli gözleri savunma avukatını aradı.,.,full_sentence,True,nominalizer,syntactic,before,before,-9,1479,Ayşe'nin endişeli gözleri savunma avukatını aradı.,True,savunma,Ayşe'nin,gözleri,savun-ma,savun-NMLZ,26,33,0,25,9,11,0,8,9,3,9,False,savunma,Ayşe'nin endişeli gözleri,Ġsav un ma,Ay ÅŁe 'n in Ġend iÅŁ eli ĠgÃ¶z leri,20,"[""Ay"", ""ÅŁe"", ""'n"", ""in"", ""Ġend"", ""iÅŁ"", ""eli"", ""ĠgÃ¶z"", ""leri"", ""Ġsav"", ""un"", ""ma"", ""Ġav"", ""uk"", ""at"", ""Ä±nÄ±"", ""Ġar"", ""ad"", ""Ä±"", "".""]",19,.,post_cue_or_post_ambiguity,True
77,26,Hevesli annenin çocuklar için yaptığı oyun alanının temel işlevi çocukları güvende tutma idi.,.,full_sentence,True,nominalizer,syntactic,before,before,-14,1506,Hevesli annenin çocuklar için yaptığı oyun alanının temel işlevi çocukları güvende tutma idi.,True,tutma,oyun,güvende,tut-ma,tut-NMLZ,83,88,38,82,23,24,9,22,14,2,14,False,tutma,oyun alanının temel işlevi çocukları güvende,Ġtut ma,Ġo yun Ġalan Ä±nÄ±n Ġtem el ĠiÅŁ lev i ĠÃ§ocuk larÄ± ĠgÃ¼ v ende,27,"[""He"", ""ves"", ""li"", ""Ġann"", ""en"", ""in"", ""ĠÃ§ocuklar"", ""ĠiÃ§in"", ""ĠyaptÄ±ÄŁÄ±"", ""Ġo"", ""yun"", ""Ġalan"", ""Ä±nÄ±n"", ""Ġtem"", ""el"", ""ĠiÅŁ"", ""lev"", ""i"", ""ĠÃ§ocuk"", ""larÄ±"", ""ĠgÃ¼"", ""v"", ""ende"", ""Ġtut"", ""ma"", ""Ġidi"", "".""]",26,.,post_cue_or_post_ambiguity,True
78,26,"Bilseydim senin isteğinin bu kitabı bu kadar hızlı yazma yönünde olduğunu, her şey farklı olurdu.",.,full_sentence,True,nominalizer,syntactic,before,before,-10,1533,"Bilseydim senin isteğinin bu kitabı bu kadar hızlı yazma yönünde olduğunu, her şey farklı olurdu.",True,yazma,senin,hızlı,yaz-ma,yaz-NMLZ,51,56,10,50,14,15,4,13,10,2,10,False,yazma,senin isteğinin bu kitabı bu kadar hızlı,Ġyaz ma,Ġsen in Ġist eÄŁ inin Ġbu ĠkitabÄ± Ġbu Ġkadar ĠhÄ±zlÄ±,27,"[""B"", ""il"", ""sey"", ""dim"", ""Ġsen"", ""in"", ""Ġist"", ""eÄŁ"", ""inin"", ""Ġbu"", ""ĠkitabÄ±"", ""Ġbu"", ""Ġkadar"", ""ĠhÄ±zlÄ±"", ""Ġyaz"", ""ma"", ""ĠyÃ¶n"", ""Ã¼nde"", ""ĠolduÄŁunu"", "","", ""Ġher"", ""ĠÅŁey"", ""ĠfarklÄ±"", ""Ġol"", ""ur"", ""du"", "".""]",26,.,post_cue_or_post_ambiguity,True
79,29,"Senin gözlerin deli deli bakıyor, belli ki yapacağın şeyin amacı kalp kırma olacak.",.,full_sentence,True,nominalizer,syntactic,before,before,-9,1563,"Senin gözlerin deli deli bakıyor, belli ki yapacağın şeyin amacı kalp kırma olacak.",True,kırma,yapacağın,kalp,kır-ma,kır-NMLZ,70,75,43,69,24,26,15,23,9,3,9,False,kırma,yapacağın şeyin amacı kalp,Ġk Ä±r ma,Ġyap aca ÄŁ Ä±n ĠÅŁey in ĠamacÄ± Ġkal p,30,"[""Sen"", ""in"", ""ĠgÃ¶z"", ""ler"", ""in"", ""Ġdel"", ""i"", ""Ġdel"", ""i"", ""Ġbak"", ""Ä±yor"", "","", ""Ġb"", ""elli"", ""Ġki"", ""Ġyap"", ""aca"", ""ÄŁ"", ""Ä±n"", ""ĠÅŁey"", ""in"", ""ĠamacÄ±"", ""Ġkal"", ""p"", ""Ġk"", ""Ä±r"", ""ma"", ""Ġol"", ""acak"", "".""]",29,.,post_cue_or_post_ambiguity,True
81,15,Etütte öğrencilerin en sıkıldığı aktivite soru çözme oldu.,.,full_sentence,True,nominalizer,syntactic,before,before,-9,1600,Etütte öğrencilerin en sıkıldığı aktivite soru çözme oldu.,True,çözme,öğrencilerin,soru,çöz-me,çöz-NMLZ,47,52,7,46,12,13,3,11,9,2,9,False,çözme,öğrencilerin en sıkıldığı aktivite soru,ĠÃ§Ã¶z me,ĠÃ¶ÄŁrenciler in Ġen ĠsÄ±k Ä±ldÄ±ÄŁÄ± Ġaktiv ite Ġsor u,16,"[""Et"", ""Ã¼t"", ""te"", ""ĠÃ¶ÄŁrenciler"", ""in"", ""Ġen"", ""ĠsÄ±k"", ""Ä±ldÄ±ÄŁÄ±"", ""Ġaktiv"", ""ite"", ""Ġsor"", ""u"", ""ĠÃ§Ã¶z"", ""me"", ""Ġoldu"", "".""]",15,.,post_cue_or_post_ambiguity,True
83,25,Leonardo'nun çocukluğundan beri en göze çarpan yeteneği heykel yapma idi.,.,full_sentence,True,nominalizer,syntactic,before,before,-11,1659,Leonardo'nun çocukluğundan beri en göze çarpan yeteneği heykel yapma idi.,True,yapma,en,heykel,yap-ma,yap-NMLZ,63,68,32,62,22,23,11,21,11,2,11,False,yapma,en göze çarpan yeteneği heykel,Ġyap ma,Ġen ĠgÃ¶ ze ĠÃ§ ar pan Ġyet ene ÄŁi Ġhey kel,26,"[""Leon"", ""ardo"", ""'n"", ""un"", ""ĠÃ§ocuk"", ""lu"", ""ÄŁ"", ""und"", ""an"", ""Ġber"", ""i"", ""Ġen"", ""ĠgÃ¶"", ""ze"", ""ĠÃ§"", ""ar"", ""pan"", ""Ġyet"", ""ene"", ""ÄŁi"", ""Ġhey"", ""kel"", ""Ġyap"", ""ma"", ""Ġidi"", "".""]",25,.,post_cue_or_post_ambiguity,True
