row_id,sentence,label,type,location,computed_location,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,cue_relative_position,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json
18,Stüdyoda bomba arama filan gibi uyarılarda bulundu.,negation,semantic,after,after,True,arama,filan,uyarılarda,ara-ma,ara-NEG.IMP.2SG,15,20,21,42,5,6,7,12,6,2,2,2,False,arama,filan gibi uyarılarda,▁ara ma,▁fil an ▁gibi ▁uyar ıl arda,15,"[""St"", ""ü"", ""dy"", ""oda"", ""▁bomba"", ""▁ara"", ""ma"", ""▁fil"", ""an"", ""▁gibi"", ""▁uyar"", ""ıl"", ""arda"", ""▁bulundu"", "".""]"
19,Stüdyoda bomba arama filan gibi konular konuşuldu.,nominalizer,semantic,after,after,True,arama,filan,konular,ara-ma,ara-NMLZ,15,20,21,39,5,6,7,11,5,2,2,2,False,arama,filan gibi konular,▁ara ma,▁fil an ▁gibi ▁kon ular,15,"[""St"", ""ü"", ""dy"", ""oda"", ""▁bomba"", ""▁ara"", ""ma"", ""▁fil"", ""an"", ""▁gibi"", ""▁kon"", ""ular"", ""▁konuş"", ""uldu"", "".""]"
21,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, insan olma okulunu genç yaşında başarıyla bitirmiş bir güzel adam.",nominalizer,syntactic,after,after,True,olma,okulunu,okulunu,ol-ma,ol-NMLZ,73,77,78,85,21,21,22,23,2,1,1,1,False,olma,okulunu,▁olma,▁okul unu,35,"[""İ"", ""ngilizce"", ""▁ve"", ""▁Frans"", ""ız"", ""ca"", ""▁konuş"", ""uyor"", "","", ""▁düny"", ""ayı"", ""▁gez"", ""miş"", "","", ""▁gö"", ""rm"", ""üş"", ""▁geçir"", ""miş"", "","", ""▁insan"", ""▁olma"", ""▁okul"", ""unu"", ""▁genç"", ""▁yaşında"", ""▁başarı"", ""yla"", ""▁biti"", ""rm"", ""iş"", ""▁bir"", ""▁güzel"", ""▁adam"", "".""]"
22,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, öküz olma sen diye çabalıyor adamcağız.",negation,syntactic,after,after,True,olma,sen,diye,ol-ma,ol-NEG.IMP.2SG,72,76,77,85,23,23,24,25,2,1,1,1,False,olma,sen diye,▁olma,▁sen ▁diye,34,"[""İ"", ""ngilizce"", ""▁ve"", ""▁Frans"", ""ız"", ""ca"", ""▁konuş"", ""uyor"", "","", ""▁düny"", ""ayı"", ""▁gez"", ""miş"", "","", ""▁gö"", ""rm"", ""üş"", ""▁geçir"", ""miş"", "","", ""▁ö"", ""k"", ""üz"", ""▁olma"", ""▁sen"", ""▁diye"", ""▁ç"", ""abal"", ""ıyor"", ""▁adam"", ""ca"", ""ğ"", ""ız"", "".""]"
23,"Annen emir veriyor pilot olma, okuluna yazıl diye!",negation,semantic,before,before,True,olma,emir,veriyor,ol-ma,ol-NEG.IMP.2SG,25,29,6,18,6,6,2,4,3,1,-4,4,False,olma,emir veriyor,▁olma,▁emir ▁veri yor,14,"[""An"", ""nen"", ""▁emir"", ""▁veri"", ""yor"", ""▁pilot"", ""▁olma"", "","", ""▁okul"", ""una"", ""▁yaz"", ""ıl"", ""▁diye"", ""!""]"
24,Manastır Askeri Lisesinde Mustafa'nın okuma ilgisi arttı.,nominalizer,syntactic,after,after,True,okuma,ilgisi,ilgisi,oku-ma,oku-NMLZ,38,43,44,50,11,12,13,14,2,2,2,2,False,okuma,ilgisi,▁oku ma,▁ilg isi,18,"[""Man"", ""ast"", ""ır"", ""▁As"", ""keri"", ""▁L"", ""ises"", ""inde"", ""▁Mustafa"", ""'"", ""nın"", ""▁oku"", ""ma"", ""▁ilg"", ""isi"", ""▁artt"", ""ı"", "".""]"
25,Manastır Askeri Lisesinde Mustafa'nın okuma diye attığı çığlık herkesi şaşırttı.,negation,syntactic,after,after,True,okuma,diye,çığlık,oku-ma,oku-NEG.IMP.2SG,38,43,44,62,11,12,13,18,6,2,2,2,False,okuma,diye attığı çığlık,▁oku ma,▁diye ▁att ığı ▁ç ığ lık,27,"[""Man"", ""ast"", ""ır"", ""▁As"", ""keri"", ""▁L"", ""ises"", ""inde"", ""▁Mustafa"", ""'"", ""nın"", ""▁oku"", ""ma"", ""▁diye"", ""▁att"", ""ığı"", ""▁ç"", ""ığ"", ""lık"", ""▁herkes"", ""i"", ""▁ş"", ""aş"", ""ır"", ""tt"", ""ı"", "".""]"
26,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken yalnızca Türkçe konuşma kuralları varmış.,nominalizer,syntactic,after,after,True,konuşma,kuralları,kuralları,konuş-ma,konuş-NMLZ,100,107,108,117,23,24,25,27,3,2,2,2,False,konuşma,kuralları,▁konuş ma,▁kur all arı,31,"[""Ayrıca"", ""▁ar"", ""alar"", ""ında"", ""▁Türk"", ""lerin"", ""▁de"", ""▁bulundu"", ""ğu"", ""▁bir"", ""▁bri"", ""ç"", ""▁takı"", ""mları"", ""▁var"", ""mış"", ""▁ve"", ""▁bri"", ""ç"", ""▁oyn"", ""arken"", ""▁yalnızca"", ""▁Türkçe"", ""▁konuş"", ""ma"", ""▁kur"", ""all"", ""arı"", ""▁var"", ""mış"", "".""]"
27,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken Türkçe konuşma diye çok ciddi kuralları varmış.,negation,syntactic,after,after,True,konuşma,diye,kuralları,konuş-ma,konuş-NEG.IMP.2SG,91,98,99,123,22,23,24,29,6,2,2,2,False,konuşma,diye çok ciddi kuralları,▁konuş ma,▁diye ▁çok ▁ciddi ▁kur all arı,33,"[""Ayrıca"", ""▁ar"", ""alar"", ""ında"", ""▁Türk"", ""lerin"", ""▁de"", ""▁bulundu"", ""ğu"", ""▁bir"", ""▁bri"", ""ç"", ""▁takı"", ""mları"", ""▁var"", ""mış"", ""▁ve"", ""▁bri"", ""ç"", ""▁oyn"", ""arken"", ""▁Türkçe"", ""▁konuş"", ""ma"", ""▁diye"", ""▁çok"", ""▁ciddi"", ""▁kur"", ""all"", ""arı"", ""▁var"", ""mış"", "".""]"
28,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken sen Türkçe konuşma diye çok çaba harcamışlar.,negation,syntactic,before,before,True,konuşma,sen,sen,konuş-ma,konuş-NEG.IMP.2SG,95,102,84,87,23,24,21,21,1,2,-2,2,False,konuşma,sen,▁konuş ma,▁sen,34,"[""Ayrıca"", ""▁ar"", ""alar"", ""ında"", ""▁Türk"", ""lerin"", ""▁de"", ""▁bulundu"", ""ğu"", ""▁bir"", ""▁bri"", ""ç"", ""▁takı"", ""mları"", ""▁var"", ""mış"", ""▁ve"", ""▁bri"", ""ç"", ""▁oyn"", ""arken"", ""▁sen"", ""▁Türkçe"", ""▁konuş"", ""ma"", ""▁diye"", ""▁çok"", ""▁ç"", ""aba"", ""▁har"", ""cam"", ""ış"", ""lar"", "".""]"
29,Fakat ona etki eden duygusal tepkime sonucu nefes faktörünün devreye girmesidir.,nominalizer,syntactic,before,before,True,tepkime,ona,duygusal,tepki-me,tepki-NMLZ,29,36,6,28,8,10,2,7,6,3,-6,6,False,tepkime,ona etki eden duygusal,▁tep k ime,▁ona ▁et ki ▁eden ▁duyg usal,25,"[""F"", ""akat"", ""▁ona"", ""▁et"", ""ki"", ""▁eden"", ""▁duyg"", ""usal"", ""▁tep"", ""k"", ""ime"", ""▁son"", ""ucu"", ""▁ne"", ""fes"", ""▁fakt"", ""ör"", ""ünün"", ""▁dev"", ""re"", ""ye"", ""▁gir"", ""mes"", ""idir"", "".""]"
31,"Yani sen de bir patron olarak katma böyle değer, yakışıyor mu sana Allah aşkına!",negation,syntactic,after,after,True,katma,böyle,değer,kat-ma,kat-NEG.IMP.2SG,30,35,36,47,7,8,9,10,2,2,2,2,False,katma,böyle değer,▁kat ma,▁böyle ▁değer,21,"[""Y"", ""ani"", ""▁sen"", ""▁de"", ""▁bir"", ""▁patron"", ""▁olarak"", ""▁kat"", ""ma"", ""▁böyle"", ""▁değer"", "","", ""▁yak"", ""ış"", ""ıyor"", ""▁mu"", ""▁sana"", ""▁Allah"", ""▁aşk"", ""ına"", ""!""]"
35,"Seven merak eder ama sen sakın merak etme, bunaltırsın kızı.",negation,syntactic,before,before,True,etme,ama,merak,et-me,et-NEG.IMP.2SG,37,41,17,36,8,8,3,7,5,1,-5,5,False,etme,ama sen sakın merak,▁etme,▁ama ▁sen ▁sak ın ▁merak,17,"[""Seven"", ""▁merak"", ""▁eder"", ""▁ama"", ""▁sen"", ""▁sak"", ""ın"", ""▁merak"", ""▁etme"", "","", ""▁bun"", ""alt"", ""ırs"", ""ın"", ""▁k"", ""ızı"", "".""]"
36,"Seven merak eder, merak etme aşkın doğasında vardır.",nominalizer,semantic,before,before,True,etme,merak,merak,et-me,et-NMLZ,24,28,18,23,5,5,4,4,1,1,-1,1,False,etme,merak,▁etme,▁merak,12,"[""Seven"", ""▁merak"", ""▁eder"", "","", ""▁merak"", ""▁etme"", ""▁aşk"", ""ın"", ""▁doğ"", ""asında"", ""▁vardır"", "".""]"
37,Dönemin Tercüman gazetesinde sistemli olarak Pol-Der aleyhine bir karalama kampanyası yürütülüyordu.,nominalizer,syntactic,before,before,True,karalama,Pol-Der,bir,karala-ma,karala-NMLZ,66,74,45,65,19,20,12,18,7,2,-7,7,False,karalama,Pol-Der aleyhine bir,▁kar alama,▁Pol - Der ▁a ley hine ▁bir,30,"[""D"", ""öne"", ""min"", ""▁Ter"", ""cü"", ""man"", ""▁gaz"", ""etes"", ""inde"", ""▁sistem"", ""li"", ""▁olarak"", ""▁Pol"", ""-"", ""Der"", ""▁a"", ""ley"", ""hine"", ""▁bir"", ""▁kar"", ""alama"", ""▁kamp"", ""any"", ""ası"", ""▁yür"", ""üt"", ""ül"", ""üy"", ""ordu"", "".""]"
38,"Bürokrasi, iktidarını pekiştirirken önce gerçekçileşerek dünya devriminden vazgeçmiş ve tek ülkede sosyalizmi inşa etme yöntemi olarak ulusal kalkınmayı ve sanayileşmeyi öne çıkarmış, ardından ve buna uygun olarak, milliyetçiliği Marksizmin içsel ve doğal bir unsuru olarak teorize etmiştir.",nominalizer,syntactic,after,after,True,etme,yöntemi,yöntemi,et-me,et-NMLZ,115,119,120,127,35,35,36,37,2,1,1,1,False,etme,yöntemi,▁etme,▁yön temi,82,"[""Bü"", ""ro"", ""kra"", ""si"", "","", ""▁ik"", ""tid"", ""ar"", ""ını"", ""▁pe"", ""ki"", ""şti"", ""rir"", ""ken"", ""▁önce"", ""▁gerçek"", ""ç"", ""ile"", ""ş"", ""erek"", ""▁dünya"", ""▁dev"", ""rim"", ""inden"", ""▁vaz"", ""geç"", ""miş"", ""▁ve"", ""▁tek"", ""▁ül"", ""kede"", ""▁sosyal"", ""iz"", ""mi"", ""▁inşa"", ""▁etme"", ""▁yön"", ""temi"", ""▁olarak"", ""▁ul"", ""usal"", ""▁kalk"", ""ın"", ""mayı"", ""▁ve"", ""▁san"", ""ay"", ""ile"", ""ş"", ""meyi"", ""▁öne"", ""▁çık"", ""arm"", ""ış"", "","", ""▁ardından"", ""▁ve"", ""▁buna"", ""▁uygun"", ""▁olarak"", "","", ""▁milli"", ""yet"", ""ç"", ""ili"", ""ği"", ""▁Mark"", ""siz"", ""min"", ""▁iç"", ""sel"", ""▁ve"", ""▁doğal"", ""▁bir"", ""▁uns"", ""uru"", ""▁olarak"", ""▁teor"", ""ize"", ""▁et"", ""miştir"", "".""]"
39,"Bu mahkemeler bünyesinde sosyal hizmet uzmanları görev almalı, ayrıca psikolog, pedagog ve sosyal çalışma uzmanlarından oluşan bir bilirkişilik kurumu oluşturulmalıdır.",nominalizer,syntactic,after,after,True,çalışma,uzmanlarından,uzmanlarından,çalış-ma,çalış-NMLZ,98,105,106,119,22,22,23,24,2,1,1,1,False,çalışma,uzmanlarından,▁çalışma,▁uzman larından,38,"[""Bu"", ""▁mah"", ""ke"", ""meler"", ""▁bü"", ""ny"", ""esinde"", ""▁sosyal"", ""▁hizmet"", ""▁uzman"", ""ları"", ""▁görev"", ""▁al"", ""malı"", "","", ""▁ayrıca"", ""▁psi"", ""kolog"", "","", ""▁pedagog"", ""▁ve"", ""▁sosyal"", ""▁çalışma"", ""▁uzman"", ""larından"", ""▁oluşan"", ""▁bir"", ""▁b"", ""ilir"", ""ki"", ""ş"", ""ilik"", ""▁kur"", ""umu"", ""▁oluştur"", ""ul"", ""malıdır"", "".""]"
46,"Hava çok soğuk, sen sakın evden çıkma.",negation,semantic,before,before,True,çıkma,sen,evden,çık-ma,çık-NEG.IMP.2SG,32,37,16,31,11,12,6,10,5,2,-5,5,False,çıkma,sen sakın evden,▁çık ma,▁sen ▁sak ın ▁ev den,14,"[""H"", ""ava"", ""▁çok"", ""▁soğ"", ""uk"", "","", ""▁sen"", ""▁sak"", ""ın"", ""▁ev"", ""den"", ""▁çık"", ""ma"", "".""]"
47,"Ekme dedim ama dinlemedi , bütün parasını kaybetmiş .",negation,syntactic,after,after,True,ekme,dedim,dinlemedi,ek-me,ek-NEG.IMP.2SG,0,4,5,24,0,1,2,7,6,2,2,2,False,Ekme,dedim ama dinlemedi,Ek me,▁de dim ▁ama ▁din le medi,15,"[""Ek"", ""me"", ""▁de"", ""dim"", ""▁ama"", ""▁din"", ""le"", ""medi"", ""▁,"", ""▁bütün"", ""▁paras"", ""ını"", ""▁kaybet"", ""miş"", ""▁.""]"
48,Bütün bu projeler süresince israfa kaçma lütfen mümkünse .,negation,syntactic,after,after,True,kaçma,lütfen,mümkünse,kaç-ma,kaç-NEG.IMP.2SG,35,40,41,56,10,11,12,15,4,2,2,2,False,kaçma,lütfen mümkünse,▁kaç ma,▁l ütfen ▁mümkün se,17,"[""B"", ""ütün"", ""▁bu"", ""▁proj"", ""eler"", ""▁sü"", ""res"", ""ince"", ""▁is"", ""rafa"", ""▁kaç"", ""ma"", ""▁l"", ""ütfen"", ""▁mümkün"", ""se"", ""▁.""]"
50,Durup durup kıza elleşme!,negation,syntactic,before,before,True,elleşme,Durup,kıza,elleş-me,elleş-NEG.IMP.2SG,17,24,6,16,6,7,2,5,4,2,-4,4,False,elleşme,durup kıza,▁elle şme,▁dur up ▁kı za,9,"[""Dur"", ""up"", ""▁dur"", ""up"", ""▁kı"", ""za"", ""▁elle"", ""şme"", ""!""]"
51,"Nerede güzel görsen ona çevrilme , bizim ilde cana kıyan beyler var",negation,syntactic,before,before,True,çevrilme,ona,ona,çevril-me / çevir-il-me,çevril-NEG.IMP.2SG / çev-PASS-NEG.IMP.2SG,24,32,20,23,6,8,5,5,1,3,-1,1,False,çevrilme,ona,▁çev ril me,▁ona,19,"[""N"", ""erede"", ""▁güzel"", ""▁gö"", ""rsen"", ""▁ona"", ""▁çev"", ""ril"", ""me"", ""▁,"", ""▁bizim"", ""▁il"", ""de"", ""▁cana"", ""▁kı"", ""yan"", ""▁bey"", ""ler"", ""▁var""]"
53,"Nerede güzel görsen ona çevirme niyetin oluyor , bizim ilde cana kıyan beyler var",negation,syntactic,after,after,True,çevirme,niyetin,oluyor,çevir-me,çevir-NMLZ,24,31,32,46,6,8,9,12,4,3,3,3,False,çevirme,niyetin oluyor,▁çe vir me,▁ni yet in ▁oluyor,23,"[""N"", ""erede"", ""▁güzel"", ""▁gö"", ""rsen"", ""▁ona"", ""▁çe"", ""vir"", ""me"", ""▁ni"", ""yet"", ""in"", ""▁oluyor"", ""▁,"", ""▁bizim"", ""▁il"", ""de"", ""▁cana"", ""▁kı"", ""yan"", ""▁bey"", ""ler"", ""▁var""]"
54,"Geceleyin belanı arama , haydi nerden geldinse bas git oraya .",negation,syntactic,before,before,True,arama,belanı,belanı,ara-ma,ara-NEG.IMP.2SG,17,22,10,16,5,6,3,4,2,2,-2,2,False,arama,belanı,▁ara ma,▁bel anı,19,"[""Ge"", ""ce"", ""leyin"", ""▁bel"", ""anı"", ""▁ara"", ""ma"", ""▁,"", ""▁hay"", ""di"", ""▁ner"", ""den"", ""▁geld"", ""inse"", ""▁bas"", ""▁git"", ""▁or"", ""aya"", ""▁.""]"
55,O korkuyu çoktan tüketmiştim ama babama inme inebilirdi .,nominalizer,syntactic,after,after,True,inme,inebilirdi,inebilirdi,in-me,in-NMLZ,40,44,45,55,12,13,14,16,3,2,2,2,False,inme,inebilirdi,▁in me,▁in ebilir di,18,"[""O"", ""▁kork"", ""uyu"", ""▁çok"", ""tan"", ""▁tü"", ""ket"", ""miş"", ""tim"", ""▁ama"", ""▁bab"", ""ama"", ""▁in"", ""me"", ""▁in"", ""ebilir"", ""di"", ""▁.""]"
56,Her dilbere meyil verme / Ya sevilir ya sevilmez,negation,syntactic,before,before,True,verme,Her,meyil,ver-me,ver-NEG.IMP.2SG,18,23,0,17,5,5,0,4,5,1,-5,5,False,verme,Her dilbere meyil,▁verme,Her ▁dil bere ▁me yil,14,"[""Her"", ""▁dil"", ""bere"", ""▁me"", ""yil"", ""▁verme"", ""▁/"", ""▁Ya"", ""▁sevi"", ""lir"", ""▁ya"", ""▁se"", ""vil"", ""mez""]"
58,Her dilbere meyil verme lüzumu yok / Ya sevilir ya sevilmez,nominalizer,syntactic,after,after,True,verme,lüzumu,yok,ver-me,ver-NMLZ,18,23,24,34,5,5,6,9,4,1,1,1,False,verme,lüzumu yok,▁verme,▁l üz umu ▁yok,18,"[""Her"", ""▁dil"", ""bere"", ""▁me"", ""yil"", ""▁verme"", ""▁l"", ""üz"", ""umu"", ""▁yok"", ""▁/"", ""▁Ya"", ""▁sevi"", ""lir"", ""▁ya"", ""▁se"", ""vil"", ""mez""]"
59,"Bu kolay işi güçleştirme yavrum ; arkadaş ol benimle , sırdaş ol .",negation,syntactic,before,before,True,güçleştirme,Bu,işi,güçleştir-me / güçleş-tir-me,güçleştir-NEG.IMP.2SG / güçleş-CAUS-NEG.IMP.2SG,13,24,0,12,3,5,0,2,3,3,-3,3,False,güçleştirme,Bu kolay işi,▁güç leştir me,Bu ▁kolay ▁işi,21,"[""Bu"", ""▁kolay"", ""▁işi"", ""▁güç"", ""leştir"", ""me"", ""▁y"", ""av"", ""rum"", ""▁;"", ""▁arkadaş"", ""▁ol"", ""▁benim"", ""le"", ""▁,"", ""▁s"", ""ır"", ""da"", ""ş"", ""▁ol"", ""▁.""]"
60,Beni bu kadar yürekten çağırma  / Bir gece ansızın gelebilirim,negation,syntactic,before,before,True,çağırma,Beni,yürekten,çağır-ma,çağır-NEG.IMP.2SG,23,30,0,22,7,9,0,6,7,3,-7,7,False,çağırma,Beni bu kadar yürekten,▁çağ ır ma,Ben i ▁bu ▁kadar ▁yü rek ten,20,"[""Ben"", ""i"", ""▁bu"", ""▁kadar"", ""▁yü"", ""rek"", ""ten"", ""▁çağ"", ""ır"", ""ma"", ""▁▁"", ""/"", ""▁Bir"", ""▁gece"", ""▁ans"", ""ız"", ""ın"", ""▁gele"", ""bili"", ""rim""]"
62,Beni bu kadar yürekten çağırma gereği görmemişsin.,nominalizer,syntactic,after,after,True,çağırma,gereği,gereği,çağır-ma,çağır-NMLZ,23,30,31,37,7,9,10,11,2,3,3,3,False,çağırma,gereği,▁çağ ır ma,▁gere ği,17,"[""Ben"", ""i"", ""▁bu"", ""▁kadar"", ""▁yü"", ""rek"", ""ten"", ""▁çağ"", ""ır"", ""ma"", ""▁gere"", ""ği"", ""▁gör"", ""me"", ""miş"", ""sin"", "".""]"
