row_id,token_index,token,token_id,char_start,char_end,text_span,in_ambiguous_span,in_cue_span
3,2,▁bir,2843,6,10, bir,False,False
3,3,▁ev,2628,10,13, ev,False,False
3,4,▁top,2267,13,17, top,True,False
3,5,lama,10450,17,21,lama,True,False
3,6,▁e,526,21,23, e,False,True
3,7,fs,4305,23,25,fs,False,True
3,8,anes,30008,25,29,anes,False,True
3,9,ine,622,29,32,ine,False,True
3,10,▁de,581,32,35, de,False,False
3,11,▁Es,3511,35,38, Es,False,False
3,12,ki,1661,38,40,ki,False,False
3,13,şehir,144811,40,45,şehir,False,False
3,14,',235303,45,46,',False,False
3,15,de,495,46,48,de,False,False
3,16,▁öğren,88362,48,54, öğren,False,False
3,17,ci,667,54,56,ci,False,False
3,18,y,235267,56,57,y,False,False
3,19,ken,1753,57,60,ken,False,False
3,20,▁ş,7736,60,62, ş,False,False
3,21,ah,1140,62,64,ah,False,False
3,22,it,500,64,66,it,False,False
3,23,▁olmuş,127513,66,72, olmuş,False,False
3,24,tum,41163,72,75,tum,False,False
3,25,.,235265,75,76,.,False,False
4,0,Ben,7510,0,3,Ben,False,False
4,1,zer,3004,3,6,zer,False,False
4,2,▁bir,2843,6,10, bir,False,False
4,3,▁ev,2628,10,13, ev,False,False
4,4,▁top,2267,13,17, top,True,False
4,5,lama,10450,17,21,lama,True,False
4,6,",",235269,21,22,",",False,False
4,7,▁ben,2578,22,26, ben,False,True
4,8,▁bu,1222,26,29, bu,False,True
4,9,▁e,526,29,31, e,False,True
4,10,fs,4305,31,33,fs,False,True
4,11,an,481,33,35,an,False,True
4,12,eye,23427,35,38,eye,False,True
4,13,▁Es,3511,38,41, Es,False,False
4,14,ki,1661,41,43,ki,False,False
4,15,şehir,144811,43,48,şehir,False,False
4,16,',235303,48,49,',False,False
4,17,de,495,49,51,de,False,False
4,18,▁öğren,88362,51,57, öğren,False,False
4,19,ci,667,57,59,ci,False,False
4,20,y,235267,59,60,y,False,False
4,21,ken,1753,60,63,ken,False,False
4,22,▁ş,7736,63,65, ş,False,False
4,23,ah,1140,65,67,ah,False,False
4,24,it,500,67,69,it,False,False
4,25,▁olmuş,127513,69,75, olmuş,False,False
4,26,tum,41163,75,78,tum,False,False
4,27,.,235265,78,79,.,False,False
7,0,İ,236104,0,1,İ,False,False
7,1,şte,65065,1,4,şte,False,False
7,2,▁ev,2628,4,7, ev,False,False
7,3,lilik,177239,7,12,lilik,False,False
7,4,▁ön,28778,12,15, ön,False,False
7,5,cesi,101844,15,19,cesi,False,False
7,6,▁ni,2798,19,22, ni,False,False
7,7,şan,141472,22,25,şan,False,False
7,8,▁bo,1036,25,28, bo,True,False
7,9,zma,155093,28,31,zma,True,False
7,10,▁gibi,31530,31,36, gibi,False,True
7,11,▁ilişk,185252,36,42, ilişk,False,True
7,12,iler,4730,42,46,iler,False,True
7,13,le,494,46,48,le,False,True
7,14,▁ilgili,70940,48,55, ilgili,False,True
7,15,▁gör,19893,55,59, gör,False,True
7,16,gü,56301,59,61,gü,False,True
7,17,▁kur,10958,61,65, kur,False,True
7,18,allar,101951,65,70,allar,False,True
7,19,ının,26430,70,74,ının,False,True
7,20,▁Fren,99724,74,79, Fren,False,False
7,21,k,235273,79,80,k,False,False
7,22,çe,29562,80,82,çe,False,False
7,23,▁kitap,97645,82,88, kitap,False,False
7,24,larda,84709,88,93,larda,False,False
7,25,▁yaz,38154,93,97, yaz,False,False
7,26,anı,165195,97,100,anı,False,False
7,27,.,235265,100,101,.,False,False
8,0,İ,236104,0,1,İ,False,False
8,1,şte,65065,1,4,şte,False,False
8,2,▁ev,2628,4,7, ev,False,False
8,3,lilik,177239,7,12,lilik,False,False
8,4,▁ön,28778,12,15, ön,False,False
8,5,cesi,101844,15,19,cesi,False,False
8,6,▁ni,2798,19,22, ni,False,False
8,7,şan,141472,22,25,şan,False,False
8,8,▁bo,1036,25,28, bo,True,False
8,9,zma,155093,28,31,zma,True,False
8,10,▁gibi,31530,31,36, gibi,False,True
8,11,▁ilişk,185252,36,42, ilişk,False,True
8,12,iler,4730,42,46,iler,False,True
8,13,le,494,46,48,le,False,True
8,14,▁ilgili,70940,48,55, ilgili,False,True
8,15,▁me,682,55,58, me,False,True
8,16,vz,83832,58,60,vz,False,True
8,17,uları,164540,60,65,uları,False,True
8,18,▁açık,54125,65,70, açık,False,False
8,19,lı,7014,70,72,lı,False,False
8,20,ğa,70827,72,74,ğa,False,False
8,21,▁kav,66179,74,78, kav,False,False
8,22,uş,42138,78,80,uş,False,False
8,23,tur,9568,80,83,tur,False,False
8,24,an,481,83,85,an,False,False
8,25,▁yazar,164742,85,91, yazar,False,False
8,26,ın,4119,91,93,ın,False,False
8,27,▁Fren,99724,93,98, Fren,False,False
8,28,k,235273,98,99,k,False,False
8,29,çe,29562,99,101,çe,False,False
8,30,▁kitap,97645,101,107, kitap,False,False
8,31,ları,14017,107,111,ları,False,False
8,32,.,235265,111,112,.,False,False
11,0,İ,236104,0,1,İ,False,False
11,1,şte,65065,1,4,şte,False,False
11,2,▁ev,2628,4,7, ev,False,False
11,3,lilik,177239,7,12,lilik,False,False
11,4,▁ön,28778,12,15, ön,False,False
11,5,cesi,101844,15,19,cesi,False,False
11,6,▁biri,67253,19,24, biri,False,False
11,7,yle,1895,24,27,yle,False,False
11,8,▁çık,54834,27,31, çık,True,False
11,9,ma,534,31,33,ma,True,False
11,10,▁gibi,31530,33,38, gibi,False,True
11,11,▁emir,105336,38,43, emir,False,True
11,12,leri,13446,43,47,leri,False,True
11,13,▁yağ,93501,47,51, yağ,False,False
11,14,dı,68850,51,53,dı,False,False
11,15,ran,827,53,56,ran,False,False
11,16,▁kadın,40516,56,62, kadın,False,False
11,17,",",235269,62,63,",",False,False
11,18,▁Fren,99724,63,68, Fren,False,False
11,19,k,235273,68,69,k,False,False
11,20,çe,29562,69,71,çe,False,False
11,21,▁kitap,97645,71,77, kitap,False,False
11,22,lar,2596,77,80,lar,False,False
11,23,▁yaz,38154,80,84, yaz,False,False
11,24,ıyor,33886,84,88,ıyor,False,False
11,25,.,235265,88,89,.,False,False
13,0,Ab,1984,0,2,Ab,False,False
13,1,one,785,2,5,one,False,False
13,2,",",235269,5,6,",",False,False
13,3,▁kend,31828,6,11, kend,False,False
13,4,isine,80419,11,16,isine,False,False
13,5,▁ver,972,16,20, ver,False,False
13,6,ilen,9920,20,24,ilen,False,False
13,7,▁yeni,49254,24,29, yeni,False,False
13,8,▁SIM,20711,29,33, SIM,False,False
13,9,▁kart,25115,33,38, kart,False,False
13,10,ını,13598,38,41,ını,False,False
13,11,",",235269,41,42,",",False,False
13,12,▁taşı,110617,42,47, taşı,True,False
13,13,ma,534,47,49,ma,True,False
13,14,▁zaman,33899,49,55, zaman,False,True
13,15,ı,235405,55,56,ı,False,True
13,16,▁bil,10349,56,60, bil,False,True
13,17,di,543,60,62,di,False,True
13,18,ril,6646,62,65,ril,False,True
13,19,diğinde,232914,65,72,diğinde,False,True
13,20,▁mak,21689,72,76, mak,False,False
13,21,ines,1542,76,80,ines,False,False
13,22,ine,622,80,83,ine,False,False
13,23,▁tak,1773,83,87, tak,False,False
13,24,arak,34693,87,91,arak,False,False
13,25,▁kullan,31505,91,98, kullan,False,False
13,26,maya,38407,98,102,maya,False,False
13,27,▁baş,20074,102,106, baş,False,False
13,28,lıyor,192949,106,111,lıyor,False,False
13,29,.,235265,111,112,.,False,False
14,0,Ab,1984,0,2,Ab,False,False
14,1,one,785,2,5,one,False,False
14,2,",",235269,5,6,",",False,False
14,3,▁kend,31828,6,11, kend,False,False
14,4,isine,80419,11,16,isine,False,False
14,5,▁ver,972,16,20, ver,False,False
14,6,ilen,9920,20,24,ilen,False,False
14,7,▁yeni,49254,24,29, yeni,False,False
14,8,▁SIM,20711,29,33, SIM,False,False
14,9,▁kart,25115,33,38, kart,False,False
14,10,ını,13598,38,41,ını,False,False
14,11,",",235269,41,42,",",False,False
14,12,▁bu,1222,42,45, bu,False,False
14,13,▁keli,122668,45,50, keli,False,False
14,14,menin,128521,50,55,menin,False,False
14,15,▁sık,76464,55,59, sık,False,False
14,16,▁sık,76464,59,63, sık,False,False
14,17,▁tekrar,129600,63,70, tekrar,False,False
14,18,▁edil,63019,70,75, edil,False,False
14,19,diği,79328,75,79,diği,False,False
14,20,▁mesaj,109666,79,85, mesaj,False,False
14,21,larla,100337,85,90,larla,False,False
14,22,▁taşı,110617,90,95, taşı,True,False
14,23,ma,534,95,97,ma,True,False
14,24,▁zaman,33899,97,103, zaman,False,True
14,25,ı,235405,103,104,ı,False,True
14,26,▁bil,10349,104,108, bil,False,True
14,27,di,543,108,110,di,False,True
14,28,ril,6646,110,113,ril,False,True
14,29,diğinde,232914,113,120,diğinde,False,True
14,30,▁mak,21689,120,124, mak,False,False
14,31,ines,1542,124,128,ines,False,False
14,32,ine,622,128,131,ine,False,False
14,33,▁tak,1773,131,135, tak,False,False
14,34,arak,34693,135,139,arak,False,False
14,35,▁kullan,31505,139,146, kullan,False,False
14,36,maya,38407,146,150,maya,False,False
14,37,▁baş,20074,150,154, baş,False,False
14,38,lıyor,192949,154,159,lıyor,False,False
14,39,.,235265,159,160,.,False,False
17,0,Ab,1984,0,2,Ab,False,False
17,1,one,785,2,5,one,False,False
17,2,",",235269,5,6,",",False,False
17,3,▁kend,31828,6,11, kend,False,False
17,4,isine,80419,11,16,isine,False,False
17,5,▁ver,972,16,20, ver,False,False
17,6,ilen,9920,20,24,ilen,False,False
17,7,▁yeni,49254,24,29, yeni,False,False
17,8,▁SIM,20711,29,33, SIM,False,False
17,9,▁kart,25115,33,38, kart,False,False
17,10,ını,13598,38,41,ını,False,False
17,11,",",235269,41,42,",",False,False
17,12,▁sak,20396,42,46, sak,False,False
17,13,ın,4119,46,48,ın,False,False
17,14,▁bu,1222,48,51, bu,False,True
17,15,▁kart,25115,51,56, kart,False,True
17,16,ı,235405,56,57,ı,False,True
17,17,▁taşı,110617,57,62, taşı,True,True
17,18,ma,534,62,64,ma,True,True
17,19,▁diye,71888,64,69, diye,False,True
17,20,▁uyar,206235,69,74, uyar,False,True
17,21,ıl,15788,74,76,ıl,False,True
17,22,mad,7698,76,79,mad,False,True
17,23,ığı,33624,79,82,ığı,False,True
17,24,▁için,13911,82,87, için,False,True
17,25,▁mak,21689,87,91, mak,False,False
17,26,ines,1542,91,95,ines,False,False
17,27,ine,622,95,98,ine,False,False
17,28,▁tak,1773,98,102, tak,False,False
17,29,arak,34693,102,106,arak,False,False
17,30,▁kullan,31505,106,113, kullan,False,False
17,31,maya,38407,113,117,maya,False,False
17,32,▁baş,20074,117,121, baş,False,False
17,33,lıyor,192949,121,126,lıyor,False,False
17,34,.,235265,126,127,.,False,False
18,0,St,1095,0,2,St,False,False
18,1,ü,235387,2,3,ü,False,False
18,2,dy,2259,3,5,dy,False,False
18,3,oda,7842,5,8,oda,False,False
18,4,▁bomba,55203,8,14, bomba,False,False
18,5,▁ara,20535,14,18, ara,True,False
18,6,ma,534,18,20,ma,True,False
18,7,▁fil,1751,20,24, fil,False,True
18,8,an,481,24,26,an,False,True
18,9,▁gibi,31530,26,31, gibi,False,True
18,10,▁uyar,206235,31,36, uyar,False,True
18,11,ıl,15788,36,38,ıl,False,True
18,12,arda,20722,38,42,arda,False,True
18,13,▁bulundu,161061,42,50, bulundu,False,False
18,14,.,235265,50,51,.,False,False
19,0,St,1095,0,2,St,False,False
19,1,ü,235387,2,3,ü,False,False
19,2,dy,2259,3,5,dy,False,False
19,3,oda,7842,5,8,oda,False,False
19,4,▁bomba,55203,8,14, bomba,False,False
19,5,▁ara,20535,14,18, ara,True,False
19,6,ma,534,18,20,ma,True,False
19,7,▁fil,1751,20,24, fil,False,True
19,8,an,481,24,26,an,False,True
19,9,▁gibi,31530,26,31, gibi,False,True
19,10,▁kon,5224,31,35, kon,False,True
19,11,ular,1035,35,39,ular,False,True
19,12,▁konuş,80781,39,45, konuş,False,False
19,13,uldu,162258,45,49,uldu,False,False
19,14,.,235265,49,50,.,False,False
21,0,İ,236104,0,1,İ,False,False
21,1,ngilizce,202824,1,9,ngilizce,False,False
21,2,▁ve,1408,9,12, ve,False,False
21,3,▁Frans,76222,12,18, Frans,False,False
21,4,ız,10078,18,20,ız,False,False
21,5,ca,557,20,22,ca,False,False
21,6,▁konuş,80781,22,28, konuş,False,False
21,7,uyor,78730,28,32,uyor,False,False
21,8,",",235269,32,33,",",False,False
21,9,▁düny,89417,33,38, düny,False,False
21,10,ayı,72745,38,41,ayı,False,False
21,11,▁gez,28862,41,45, gez,False,False
21,12,miş,26484,45,48,miş,False,False
21,13,",",235269,48,49,",",False,False
21,14,▁gö,13096,49,52, gö,False,False
21,15,rm,1126,52,54,rm,False,False
21,16,üş,29537,54,56,üş,False,False
21,17,▁geçir,161967,56,62, geçir,False,False
21,18,miş,26484,62,65,miş,False,False
21,19,",",235269,65,66,",",False,False
21,20,▁insan,31514,66,72, insan,False,False
21,21,▁olma,133520,72,77, olma,True,False
21,22,▁okul,172468,77,82, okul,False,True
21,23,unu,26644,82,85,unu,False,True
21,24,▁genç,118282,85,90, genç,False,False
21,25,▁yaşında,132539,90,98, yaşında,False,False
21,26,▁başarı,196468,98,105, başarı,False,False
21,27,yla,32679,105,108,yla,False,False
21,28,▁biti,104610,108,113, biti,False,False
21,29,rm,1126,113,115,rm,False,False
21,30,iş,41843,115,117,iş,False,False
21,31,▁bir,2843,117,121, bir,False,False
21,32,▁güzel,54819,121,127, güzel,False,False
21,33,▁adam,45246,127,132, adam,False,False
21,34,.,235265,132,133,.,False,False
22,0,İ,236104,0,1,İ,False,False
22,1,ngilizce,202824,1,9,ngilizce,False,False
22,2,▁ve,1408,9,12, ve,False,False
22,3,▁Frans,76222,12,18, Frans,False,False
22,4,ız,10078,18,20,ız,False,False
22,5,ca,557,20,22,ca,False,False
22,6,▁konuş,80781,22,28, konuş,False,False
22,7,uyor,78730,28,32,uyor,False,False
22,8,",",235269,32,33,",",False,False
22,9,▁düny,89417,33,38, düny,False,False
22,10,ayı,72745,38,41,ayı,False,False
22,11,▁gez,28862,41,45, gez,False,False
22,12,miş,26484,45,48,miş,False,False
22,13,",",235269,48,49,",",False,False
22,14,▁gö,13096,49,52, gö,False,False
22,15,rm,1126,52,54,rm,False,False
22,16,üş,29537,54,56,üş,False,False
22,17,▁geçir,161967,56,62, geçir,False,False
22,18,miş,26484,62,65,miş,False,False
22,19,",",235269,65,66,",",False,False
22,20,▁ö,6332,66,68, ö,False,False
22,21,k,235273,68,69,k,False,False
22,22,üz,22938,69,71,üz,False,False
22,23,▁olma,133520,71,76, olma,True,False
22,24,▁sen,3149,76,80, sen,False,True
22,25,▁diye,71888,80,85, diye,False,True
22,26,▁ç,5953,85,87, ç,False,False
22,27,abal,128987,87,91,abal,False,False
22,28,ıyor,33886,91,95,ıyor,False,False
22,29,▁adam,45246,95,100, adam,False,False
22,30,ca,557,100,102,ca,False,False
22,31,ğ,235629,102,103,ğ,False,False
22,32,ız,10078,103,105,ız,False,False
22,33,.,235265,105,106,.,False,False
23,0,An,1969,0,2,An,False,False
23,1,nen,2944,2,5,nen,False,False
23,2,▁emir,105336,5,10, emir,False,True
23,3,▁veri,93233,10,15, veri,False,True
23,4,yor,11311,15,18,yor,False,True
23,5,▁pilot,18576,18,24, pilot,False,False
23,6,▁olma,133520,24,29, olma,True,False
23,7,",",235269,29,30,",",False,False
23,8,▁okul,172468,30,35, okul,False,False
23,9,una,3722,35,38,una,False,False
23,10,▁yaz,38154,38,42, yaz,False,False
23,11,ıl,15788,42,44,ıl,False,False
23,12,▁diye,71888,44,49, diye,False,False
23,13,!,235341,49,50,!,False,False
24,0,Man,2397,0,3,Man,False,False
24,1,ast,897,3,6,ast,False,False
24,2,ır,8155,6,8,ır,False,False
24,3,▁As,1877,8,11, As,False,False
24,4,keri,138319,11,15,keri,False,False
24,5,▁L,629,15,17, L,False,False
24,6,ises,5241,17,21,ises,False,False
24,7,inde,7411,21,25,inde,False,False
24,8,▁Mustafa,109627,25,33, Mustafa,False,False
24,9,',235303,33,34,',False,False
24,10,nın,68749,34,37,nın,False,False
24,11,▁oku,28724,37,41, oku,True,False
24,12,ma,534,41,43,ma,True,False
24,13,▁ilg,162085,43,47, ilg,False,True
24,14,isi,4620,47,50,isi,False,True
24,15,▁artt,207961,50,55, artt,False,False
24,16,ı,235405,55,56,ı,False,False
24,17,.,235265,56,57,.,False,False
25,0,Man,2397,0,3,Man,False,False
25,1,ast,897,3,6,ast,False,False
25,2,ır,8155,6,8,ır,False,False
25,3,▁As,1877,8,11, As,False,False
25,4,keri,138319,11,15,keri,False,False
25,5,▁L,629,15,17, L,False,False
25,6,ises,5241,17,21,ises,False,False
25,7,inde,7411,21,25,inde,False,False
25,8,▁Mustafa,109627,25,33, Mustafa,False,False
25,9,',235303,33,34,',False,False
25,10,nın,68749,34,37,nın,False,False
25,11,▁oku,28724,37,41, oku,True,False
25,12,ma,534,41,43,ma,True,False
25,13,▁diye,71888,43,48, diye,False,True
25,14,▁att,2498,48,52, att,False,True
25,15,ığı,33624,52,55,ığı,False,True
25,16,▁ç,5953,55,57, ç,False,True
25,17,ığ,29824,57,59,ığ,False,True
25,18,lık,27978,59,62,lık,False,True
25,19,▁herkes,105895,62,69, herkes,False,False
25,20,i,235252,69,70,i,False,False
25,21,▁ş,7736,70,72, ş,False,False
25,22,aş,162025,72,74,aş,False,False
25,23,ır,8155,74,76,ır,False,False
25,24,tt,1171,76,78,tt,False,False
25,25,ı,235405,78,79,ı,False,False
25,26,.,235265,79,80,.,False,False
26,0,Ayrıca,180075,0,6,Ayrıca,False,False
26,1,▁ar,813,6,9, ar,False,False
26,2,alar,14454,9,13,alar,False,False
26,3,ında,15158,13,17,ında,False,False
26,4,▁Türk,57441,17,22, Türk,False,False
26,5,lerin,35696,22,27,lerin,False,False
26,6,▁de,581,27,30, de,False,False
26,7,▁bulundu,161061,30,38, bulundu,False,False
26,8,ğu,31212,38,40,ğu,False,False
26,9,▁bir,2843,40,44, bir,False,False
26,10,▁bri,4008,44,48, bri,False,False
26,11,ç,235409,48,49,ç,False,False
26,12,▁takı,213872,49,54, takı,False,False
26,13,mları,146832,54,59,mları,False,False
26,14,▁var,2706,59,63, var,False,False
26,15,mış,34244,63,66,mış,False,False
26,16,▁ve,1408,66,69, ve,False,False
26,17,▁bri,4008,69,73, bri,False,False
26,18,ç,235409,73,74,ç,False,False
26,19,▁oyn,201970,74,78, oyn,False,False
26,20,arken,67320,78,83,arken,False,False
26,21,▁yalnızca,220941,83,92, yalnızca,False,False
26,22,▁Türkçe,102823,92,99, Türkçe,False,False
26,23,▁konuş,80781,99,105, konuş,True,False
26,24,ma,534,105,107,ma,True,False
26,25,▁kur,10958,107,111, kur,False,True
26,26,all,668,111,114,all,False,True
26,27,arı,27020,114,117,arı,False,True
26,28,▁var,2706,117,121, var,False,False
26,29,mış,34244,121,124,mış,False,False
26,30,.,235265,124,125,.,False,False
27,0,Ayrıca,180075,0,6,Ayrıca,False,False
27,1,▁ar,813,6,9, ar,False,False
27,2,alar,14454,9,13,alar,False,False
27,3,ında,15158,13,17,ında,False,False
27,4,▁Türk,57441,17,22, Türk,False,False
27,5,lerin,35696,22,27,lerin,False,False
27,6,▁de,581,27,30, de,False,False
27,7,▁bulundu,161061,30,38, bulundu,False,False
27,8,ğu,31212,38,40,ğu,False,False
27,9,▁bir,2843,40,44, bir,False,False
27,10,▁bri,4008,44,48, bri,False,False
27,11,ç,235409,48,49,ç,False,False
27,12,▁takı,213872,49,54, takı,False,False
27,13,mları,146832,54,59,mları,False,False
27,14,▁var,2706,59,63, var,False,False
27,15,mış,34244,63,66,mış,False,False
27,16,▁ve,1408,66,69, ve,False,False
27,17,▁bri,4008,69,73, bri,False,False
27,18,ç,235409,73,74,ç,False,False
27,19,▁oyn,201970,74,78, oyn,False,False
27,20,arken,67320,78,83,arken,False,False
27,21,▁Türkçe,102823,83,90, Türkçe,False,False
27,22,▁konuş,80781,90,96, konuş,True,False
27,23,ma,534,96,98,ma,True,False
27,24,▁diye,71888,98,103, diye,False,True
27,25,▁çok,24086,103,107, çok,False,True
27,26,▁ciddi,232133,107,113, ciddi,False,True
27,27,▁kur,10958,113,117, kur,False,True
27,28,all,668,117,120,all,False,True
27,29,arı,27020,120,123,arı,False,True
27,30,▁var,2706,123,127, var,False,False
27,31,mış,34244,127,130,mış,False,False
27,32,.,235265,130,131,.,False,False
28,0,Ayrıca,180075,0,6,Ayrıca,False,False
28,1,▁ar,813,6,9, ar,False,False
28,2,alar,14454,9,13,alar,False,False
28,3,ında,15158,13,17,ında,False,False
28,4,▁Türk,57441,17,22, Türk,False,False
28,5,lerin,35696,22,27,lerin,False,False
28,6,▁de,581,27,30, de,False,False
28,7,▁bulundu,161061,30,38, bulundu,False,False
28,8,ğu,31212,38,40,ğu,False,False
28,9,▁bir,2843,40,44, bir,False,False
28,10,▁bri,4008,44,48, bri,False,False
28,11,ç,235409,48,49,ç,False,False
28,12,▁takı,213872,49,54, takı,False,False
28,13,mları,146832,54,59,mları,False,False
28,14,▁var,2706,59,63, var,False,False
28,15,mış,34244,63,66,mış,False,False
28,16,▁ve,1408,66,69, ve,False,False
28,17,▁bri,4008,69,73, bri,False,False
28,18,ç,235409,73,74,ç,False,False
28,19,▁oyn,201970,74,78, oyn,False,False
28,20,arken,67320,78,83,arken,False,False
28,21,▁sen,3149,83,87, sen,False,True
28,22,▁Türkçe,102823,87,94, Türkçe,False,False
28,23,▁konuş,80781,94,100, konuş,True,False
28,24,ma,534,100,102,ma,True,False
28,25,▁diye,71888,102,107, diye,False,False
28,26,▁çok,24086,107,111, çok,False,False
28,27,▁ç,5953,111,113, ç,False,False
28,28,aba,6715,113,116,aba,False,False
28,29,▁har,2623,116,120, har,False,False
28,30,cam,7527,120,123,cam,False,False
28,31,ış,10182,123,125,ış,False,False
28,32,lar,2596,125,128,lar,False,False
28,33,.,235265,128,129,.,False,False
29,0,F,235311,0,1,F,False,False
29,1,akat,18371,1,5,akat,False,False
29,2,▁ona,58407,5,9, ona,False,True
29,3,▁et,1008,9,12, et,False,True
29,4,ki,1661,12,14,ki,False,True
29,5,▁eden,75257,14,19, eden,False,True
29,6,▁duyg,212381,19,24, duyg,False,True
29,7,usal,13202,24,28,usal,False,True
29,8,▁tep,25827,28,32, tep,True,False
29,9,k,235273,32,33,k,True,False
29,10,ime,882,33,36,ime,True,False
29,11,▁son,2032,36,40, son,False,False
29,12,ucu,104127,40,43,ucu,False,False
29,13,▁ne,679,43,46, ne,False,False
29,14,fes,24420,46,49,fes,False,False
29,15,▁fakt,80516,49,54, fakt,False,False
29,16,ör,2864,54,56,ör,False,False
29,17,ünün,125046,56,60,ünün,False,False
29,18,▁dev,4586,60,64, dev,False,False
29,19,re,478,64,66,re,False,False
29,20,ye,2163,66,68,ye,False,False
29,21,▁gir,3294,68,72, gir,False,False
29,22,mes,1360,72,75,mes,False,False
29,23,idir,55870,75,79,idir,False,False
29,24,.,235265,79,80,.,False,False
31,0,Y,235342,0,1,Y,False,False
31,1,ani,3746,1,4,ani,False,False
31,2,▁sen,3149,4,8, sen,False,False
31,3,▁de,581,8,11, de,False,False
31,4,▁bir,2843,11,15, bir,False,False
31,5,▁patron,26708,15,22, patron,False,False
31,6,▁olarak,19838,22,29, olarak,False,False
31,7,▁kat,14982,29,33, kat,True,False
31,8,ma,534,33,35,ma,True,False
31,9,▁böyle,89062,35,41, böyle,False,True
31,10,▁değer,82389,41,47, değer,False,True
31,11,",",235269,47,48,",",False,False
31,12,▁yak,25942,48,52, yak,False,False
31,13,ış,10182,52,54,ış,False,False
31,14,ıyor,33886,54,58,ıyor,False,False
31,15,▁mu,1150,58,61, mu,False,False
31,16,▁sana,38277,61,66, sana,False,False
31,17,▁Allah,23806,66,72, Allah,False,False
31,18,▁aşk,152138,72,76, aşk,False,False
31,19,ına,23951,76,79,ına,False,False
31,20,!,235341,79,80,!,False,False
35,0,Seven,38522,0,5,Seven,False,False
35,1,▁merak,180617,5,11, merak,False,False
35,2,▁eder,57603,11,16, eder,False,False
35,3,▁ama,15625,16,20, ama,False,True
35,4,▁sen,3149,20,24, sen,False,True
35,5,▁sak,20396,24,28, sak,False,True
35,6,ın,4119,28,30,ın,False,True
35,7,▁merak,180617,30,36, merak,False,True
35,8,▁etme,162154,36,41, etme,True,False
35,9,",",235269,41,42,",",False,False
35,10,▁bun,15907,42,46, bun,False,False
35,11,alt,3856,46,49,alt,False,False
35,12,ırs,118103,49,52,ırs,False,False
35,13,ın,4119,52,54,ın,False,False
35,14,▁k,638,54,56, k,False,False
35,15,ızı,44403,56,59,ızı,False,False
35,16,.,235265,59,60,.,False,False
36,0,Seven,38522,0,5,Seven,False,False
36,1,▁merak,180617,5,11, merak,False,False
36,2,▁eder,57603,11,16, eder,False,False
36,3,",",235269,16,17,",",False,False
36,4,▁merak,180617,17,23, merak,False,True
36,5,▁etme,162154,23,28, etme,True,False
36,6,▁aşk,152138,28,32, aşk,False,False
36,7,ın,4119,32,34,ın,False,False
36,8,▁doğ,38012,34,38, doğ,False,False
36,9,asında,200861,38,44,asında,False,False
36,10,▁vardır,98430,44,51, vardır,False,False
36,11,.,235265,51,52,.,False,False
37,0,D,235299,0,1,D,False,False
37,1,öne,26063,1,4,öne,False,False
37,2,min,1017,4,7,min,False,False
37,3,▁Ter,4406,7,11, Ter,False,False
37,4,cü,71083,11,13,cü,False,False
37,5,man,1066,13,16,man,False,False
37,6,▁gaz,21621,16,20, gaz,False,False
37,7,etes,9829,20,24,etes,False,False
37,8,inde,7411,24,28,inde,False,False
37,9,▁sistem,16922,28,35, sistem,False,False
37,10,li,515,35,37,li,False,False
