row_id,sentence,label,type,location,computed_location,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,cue_relative_position,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json
18,Stüdyoda bomba arama filan gibi uyarılarda bulundu.,negation,semantic,after,after,True,arama,filan,uyarılarda,ara-ma,ara-NEG.IMP.2SG,15,20,21,42,6,7,8,13,6,2,2,2,False,arama,filan gibi uyarılarda,Ġar ama,Ġfil an Ġgibi Ġuyar Ä±l arda,17,"[""St"", ""Ã¼"", ""dy"", ""oda"", ""Ġbomb"", ""a"", ""Ġar"", ""ama"", ""Ġfil"", ""an"", ""Ġgibi"", ""Ġuyar"", ""Ä±l"", ""arda"", ""Ġbulund"", ""u"", "".""]"
19,Stüdyoda bomba arama filan gibi konular konuşuldu.,nominalizer,semantic,after,after,True,arama,filan,konular,ara-ma,ara-NMLZ,15,20,21,39,6,7,8,12,5,2,2,2,False,arama,filan gibi konular,Ġar ama,Ġfil an Ġgibi Ġkon ular,17,"[""St"", ""Ã¼"", ""dy"", ""oda"", ""Ġbomb"", ""a"", ""Ġar"", ""ama"", ""Ġfil"", ""an"", ""Ġgibi"", ""Ġkon"", ""ular"", ""ĠkonuÅŁ"", ""ul"", ""du"", "".""]"
21,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, insan olma okulunu genç yaşında başarıyla bitirmiş bir güzel adam.",nominalizer,syntactic,after,after,True,olma,okulunu,okulunu,ol-ma,ol-NMLZ,73,77,78,85,26,27,28,30,3,2,2,2,False,olma,okulunu,Ġol ma,Ġok ul unu,42,"[""Ä°"", ""ng"", ""il"", ""iz"", ""ce"", ""Ġve"", ""ĠFr"", ""ans"", ""Ä±z"", ""ca"", ""ĠkonuÅŁ"", ""uy"", ""or"", "","", ""ĠdÃ¼ny"", ""ayÄ±"", ""Ġgez"", ""miÅŁ"", "","", ""ĠgÃ¶rm"", ""Ã¼ÅŁ"", ""ĠgeÃ§"", ""irm"", ""iÅŁ"", "","", ""Ġinsan"", ""Ġol"", ""ma"", ""Ġok"", ""ul"", ""unu"", ""ĠgenÃ§"", ""ĠyaÅŁÄ±nda"", ""ĠbaÅŁarÄ±"", ""yla"", ""Ġbit"", ""irm"", ""iÅŁ"", ""Ġbir"", ""ĠgÃ¼zel"", ""Ġadam"", "".""]"
22,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, öküz olma sen diye çabalıyor adamcağız.",negation,syntactic,after,after,True,olma,sen,diye,ol-ma,ol-NEG.IMP.2SG,72,76,77,85,28,29,30,32,3,2,2,2,False,olma,sen diye,Ġol ma,Ġsen Ġdi ye,41,"[""Ä°"", ""ng"", ""il"", ""iz"", ""ce"", ""Ġve"", ""ĠFr"", ""ans"", ""Ä±z"", ""ca"", ""ĠkonuÅŁ"", ""uy"", ""or"", "","", ""ĠdÃ¼ny"", ""ayÄ±"", ""Ġgez"", ""miÅŁ"", "","", ""ĠgÃ¶rm"", ""Ã¼ÅŁ"", ""ĠgeÃ§"", ""irm"", ""iÅŁ"", "","", ""ĠÃ¶"", ""k"", ""Ã¼z"", ""Ġol"", ""ma"", ""Ġsen"", ""Ġdi"", ""ye"", ""ĠÃ§"", ""abal"", ""Ä±yor"", ""Ġadam"", ""ca"", ""ÄŁÄ±"", ""z"", "".""]"
23,"Annen emir veriyor pilot olma, okuluna yazıl diye!",negation,semantic,before,before,True,olma,emir,veriyor,ol-ma,ol-NEG.IMP.2SG,25,29,6,18,7,8,2,5,4,2,-5,5,False,olma,emir veriyor,Ġol ma,Ġem ir Ġver iyor,18,"[""An"", ""nen"", ""Ġem"", ""ir"", ""Ġver"", ""iyor"", ""Ġpilot"", ""Ġol"", ""ma"", "","", ""Ġok"", ""ul"", ""una"", ""Ġyaz"", ""Ä±l"", ""Ġdi"", ""ye"", ""!""]"
24,Manastır Askeri Lisesinde Mustafa'nın okuma ilgisi arttı.,nominalizer,syntactic,after,after,True,okuma,ilgisi,ilgisi,oku-ma,oku-NMLZ,38,43,44,50,13,14,15,17,3,2,2,2,False,okuma,ilgisi,Ġok uma,Ġil g isi,21,"[""Man"", ""ast"", ""Ä±r"", ""ĠAs"", ""ker"", ""i"", ""ĠL"", ""ises"", ""inde"", ""ĠMust"", ""afa"", ""'n"", ""Ä±n"", ""Ġok"", ""uma"", ""Ġil"", ""g"", ""isi"", ""Ġart"", ""tÄ±"", "".""]"
25,Manastır Askeri Lisesinde Mustafa'nın okuma diye attığı çığlık herkesi şaşırttı.,negation,syntactic,after,after,True,okuma,diye,çığlık,oku-ma,oku-NEG.IMP.2SG,38,43,44,62,13,14,15,21,7,2,2,2,False,okuma,diye attığı çığlık,Ġok uma,Ġdi ye Ġatt Ä±ÄŁÄ± ĠÃ§ Ä±ÄŁ lÄ±k,30,"[""Man"", ""ast"", ""Ä±r"", ""ĠAs"", ""ker"", ""i"", ""ĠL"", ""ises"", ""inde"", ""ĠMust"", ""afa"", ""'n"", ""Ä±n"", ""Ġok"", ""uma"", ""Ġdi"", ""ye"", ""Ġatt"", ""Ä±ÄŁÄ±"", ""ĠÃ§"", ""Ä±ÄŁ"", ""lÄ±k"", ""Ġher"", ""kes"", ""i"", ""ĠÅŁa"", ""ÅŁÄ±"", ""rt"", ""tÄ±"", "".""]"
26,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken yalnızca Türkçe konuşma kuralları varmış.,nominalizer,syntactic,after,after,True,konuşma,kuralları,kuralları,konuş-ma,konuş-NMLZ,100,107,108,117,29,29,30,32,3,1,1,1,False,konuşma,kuralları,ĠkonuÅŁma,Ġkur all arÄ±,36,"[""A"", ""yrÄ±ca"", ""Ġar"", ""alar"", ""Ä±nda"", ""ĠTÃ¼rk"", ""ler"", ""in"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġo"", ""yn"", ""ark"", ""en"", ""ĠyalnÄ±z"", ""ca"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁma"", ""Ġkur"", ""all"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", "".""]"
27,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken Türkçe konuşma diye çok ciddi kuralları varmış.,negation,syntactic,after,after,True,konuşma,diye,kuralları,konuş-ma,konuş-NEG.IMP.2SG,91,98,99,123,27,27,28,36,9,1,1,1,False,konuşma,diye çok ciddi kuralları,ĠkonuÅŁma,Ġdi ye ĠÃ§ok Ġc idd i Ġkur all arÄ±,40,"[""A"", ""yrÄ±ca"", ""Ġar"", ""alar"", ""Ä±nda"", ""ĠTÃ¼rk"", ""ler"", ""in"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġo"", ""yn"", ""ark"", ""en"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁma"", ""Ġdi"", ""ye"", ""ĠÃ§ok"", ""Ġc"", ""idd"", ""i"", ""Ġkur"", ""all"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", "".""]"
28,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken sen Türkçe konuşma diye çok çaba harcamışlar.,negation,syntactic,before,before,True,konuşma,sen,sen,konuş-ma,konuş-NEG.IMP.2SG,95,102,84,87,28,28,26,26,1,1,-2,2,False,konuşma,sen,ĠkonuÅŁma,Ġsen,39,"[""A"", ""yrÄ±ca"", ""Ġar"", ""alar"", ""Ä±nda"", ""ĠTÃ¼rk"", ""ler"", ""in"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġo"", ""yn"", ""ark"", ""en"", ""Ġsen"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁma"", ""Ġdi"", ""ye"", ""ĠÃ§ok"", ""ĠÃ§"", ""aba"", ""Ġhar"", ""cam"", ""Ä±ÅŁ"", ""lar"", "".""]"
29,Fakat ona etki eden duygusal tepkime sonucu nefes faktörünün devreye girmesidir.,nominalizer,syntactic,before,before,True,tepkime,ona,duygusal,tepki-me,tepki-NMLZ,29,36,6,28,12,14,3,11,9,3,-9,9,False,tepkime,ona etki eden duygusal,Ġtep k ime,Ġon a Ġet ki Ġed en Ġdu yg usal,32,"[""F"", ""ak"", ""at"", ""Ġon"", ""a"", ""Ġet"", ""ki"", ""Ġed"", ""en"", ""Ġdu"", ""yg"", ""usal"", ""Ġtep"", ""k"", ""ime"", ""Ġson"", ""uc"", ""u"", ""Ġnef"", ""es"", ""Ġfakt"", ""Ã¶r"", ""Ã¼nÃ¼n"", ""Ġdev"", ""rey"", ""e"", ""Ġg"", ""irm"", ""es"", ""id"", ""ir"", "".""]"
31,"Yani sen de bir patron olarak katma böyle değer, yakışıyor mu sana Allah aşkına!",negation,syntactic,after,after,True,katma,böyle,değer,kat-ma,kat-NEG.IMP.2SG,30,35,36,47,7,8,9,10,2,2,2,2,False,katma,böyle değer,Ġkat ma,ĠbÃ¶yle ĠdeÄŁer,22,"[""Y"", ""ani"", ""Ġsen"", ""Ġde"", ""Ġbir"", ""Ġpatron"", ""Ġolarak"", ""Ġkat"", ""ma"", ""ĠbÃ¶yle"", ""ĠdeÄŁer"", "","", ""Ġyak"", ""Ä±ÅŁ"", ""Ä±yor"", ""Ġmu"", ""Ġs"", ""ana"", ""ĠAllah"", ""ĠaÅŁk"", ""Ä±na"", ""!""]"
35,"Seven merak eder ama sen sakın merak etme, bunaltırsın kızı.",negation,syntactic,before,before,True,etme,ama,merak,et-me,et-NEG.IMP.2SG,37,41,17,36,11,12,5,10,6,2,-6,6,False,etme,ama sen sakın merak,Ġet me,Ġama Ġsen Ġsak Ä±n Ġmer ak,21,"[""Seven"", ""Ġmer"", ""ak"", ""Ġed"", ""er"", ""Ġama"", ""Ġsen"", ""Ġsak"", ""Ä±n"", ""Ġmer"", ""ak"", ""Ġet"", ""me"", "","", ""Ġbun"", ""altÄ±"", ""rs"", ""Ä±n"", ""ĠkÄ±z"", ""Ä±"", "".""]"
36,"Seven merak eder, merak etme aşkın doğasında vardır.",nominalizer,semantic,before,before,True,etme,merak,merak,et-me,et-NMLZ,24,28,18,23,8,9,6,7,2,2,-2,2,False,etme,merak,Ġet me,Ġmer ak,17,"[""Seven"", ""Ġmer"", ""ak"", ""Ġed"", ""er"", "","", ""Ġmer"", ""ak"", ""Ġet"", ""me"", ""ĠaÅŁk"", ""Ä±n"", ""ĠdoÄŁ"", ""as"", ""Ä±nda"", ""ĠvardÄ±r"", "".""]"
37,Dönemin Tercüman gazetesinde sistemli olarak Pol-Der aleyhine bir karalama kampanyası yürütülüyordu.,nominalizer,syntactic,before,before,True,karalama,Pol-Der,bir,karala-ma,karala-NMLZ,66,74,45,65,21,23,13,20,8,3,-8,8,False,karalama,Pol-Der aleyhine bir,Ġkar al ama,ĠPol -D er Ġa ley h ine Ġbir,33,"[""D"", ""Ã¶n"", ""emin"", ""ĠT"", ""erc"", ""Ã¼"", ""man"", ""Ġgaz"", ""etes"", ""inde"", ""Ġsistem"", ""li"", ""Ġolarak"", ""ĠPol"", ""-D"", ""er"", ""Ġa"", ""ley"", ""h"", ""ine"", ""Ġbir"", ""Ġkar"", ""al"", ""ama"", ""Ġkam"", ""pany"", ""asÄ±"", ""ĠyÃ¼rÃ¼t"", ""Ã¼lÃ¼"", ""y"", ""ord"", ""u"", "".""]"
38,"Bürokrasi, iktidarını pekiştirirken önce gerçekçileşerek dünya devriminden vazgeçmiş ve tek ülkede sosyalizmi inşa etme yöntemi olarak ulusal kalkınmayı ve sanayileşmeyi öne çıkarmış, ardından ve buna uygun olarak, milliyetçiliği Marksizmin içsel ve doğal bir unsuru olarak teorize etmiştir.",nominalizer,syntactic,after,after,True,etme,yöntemi,yöntemi,et-me,et-NMLZ,115,119,120,127,37,38,39,40,2,2,2,2,False,etme,yöntemi,Ġet me,ĠyÃ¶nt emi,93,"[""B"", ""Ã¼"", ""ro"", ""kr"", ""asi"", "","", ""Ġi"", ""kt"", ""idar"", ""Ä±nÄ±"", ""Ġpe"", ""ki"", ""ÅŁtir"", ""ir"", ""ken"", ""ĠÃ¶nce"", ""ĠgerÃ§ek"", ""Ã§"", ""ile"", ""ÅŁ"", ""erek"", ""ĠdÃ¼nya"", ""Ġdev"", ""rim"", ""inden"", ""ĠvazgeÃ§"", ""miÅŁ"", ""Ġve"", ""Ġtek"", ""ĠÃ¼lk"", ""ede"", ""Ġsos"", ""yal"", ""iz"", ""mi"", ""Ġin"", ""ÅŁa"", ""Ġet"", ""me"", ""ĠyÃ¶nt"", ""emi"", ""Ġolarak"", ""Ġul"", ""usal"", ""Ġk"", ""alk"", ""Ä±n"", ""mayÄ±"", ""Ġve"", ""Ġsan"", ""ay"", ""ile"", ""ÅŁ"", ""m"", ""ey"", ""i"", ""ĠÃ¶"", ""ne"", ""ĠÃ§Ä±k"", ""arm"", ""Ä±ÅŁ"", "","", ""ĠardÄ±ndan"", ""Ġve"", ""Ġb"", ""una"", ""Ġuy"", ""gun"", ""Ġolarak"", "","", ""Ġmill"", ""iy"", ""et"", ""Ã§"", ""ili"", ""ÄŁi"", ""ĠMarks"", ""iz"", ""min"", ""ĠiÃ§"", ""sel"", ""Ġve"", ""ĠdoÄŁal"", ""Ġbir"", ""Ġuns"", ""uru"", ""Ġolarak"", ""Ġte"", ""or"", ""ize"", ""Ġet"", ""miÅŁtir"", "".""]"
39,"Bu mahkemeler bünyesinde sosyal hizmet uzmanları görev almalı, ayrıca psikolog, pedagog ve sosyal çalışma uzmanlarından oluşan bir bilirkişilik kurumu oluşturulmalıdır.",nominalizer,syntactic,after,after,True,çalışma,uzmanlarından,uzmanlarından,çalış-ma,çalış-NMLZ,98,105,106,119,31,31,32,34,3,1,1,1,False,çalışma,uzmanlarından,ĠÃ§alÄ±ÅŁma,Ġuz man larÄ±ndan,47,"[""Bu"", ""Ġmah"", ""k"", ""em"", ""eler"", ""ĠbÃ¼"", ""ny"", ""es"", ""inde"", ""Ġsos"", ""yal"", ""Ġh"", ""iz"", ""met"", ""Ġuz"", ""man"", ""larÄ±"", ""ĠgÃ¶rev"", ""Ġal"", ""malÄ±"", "","", ""ĠayrÄ±ca"", ""Ġps"", ""ik"", ""olog"", "","", ""Ġped"", ""agog"", ""Ġve"", ""Ġsos"", ""yal"", ""ĠÃ§alÄ±ÅŁma"", ""Ġuz"", ""man"", ""larÄ±ndan"", ""ĠoluÅŁan"", ""Ġbir"", ""Ġbil"", ""ir"", ""ki"", ""ÅŁ"", ""ilik"", ""Ġkur"", ""umu"", ""ĠoluÅŁturul"", ""malÄ±dÄ±r"", "".""]"
46,"Hava çok soğuk, sen sakın evden çıkma.",negation,semantic,before,before,True,çıkma,sen,evden,çık-ma,çık-NEG.IMP.2SG,32,37,16,31,12,12,7,11,5,1,-5,5,False,çıkma,sen sakın evden,ĠÃ§Ä±kma,Ġsen Ġsak Ä±n Ġev den,14,"[""H"", ""ava"", ""ĠÃ§ok"", ""Ġso"", ""ÄŁ"", ""uk"", "","", ""Ġsen"", ""Ġsak"", ""Ä±n"", ""Ġev"", ""den"", ""ĠÃ§Ä±kma"", "".""]"
47,"Ekme dedim ama dinlemedi , bütün parasını kaybetmiş .",negation,syntactic,after,after,True,ekme,dedim,dinlemedi,ek-me,ek-NEG.IMP.2SG,0,4,5,24,0,1,2,7,6,2,2,2,False,Ekme,dedim ama dinlemedi,Ek me,Ġded im Ġama Ġdin le medi,16,"[""Ek"", ""me"", ""Ġded"", ""im"", ""Ġama"", ""Ġdin"", ""le"", ""medi"", ""Ġ,"", ""ĠbÃ¼tÃ¼n"", ""Ġparas"", ""Ä±nÄ±"", ""Ġkay"", ""bet"", ""miÅŁ"", ""Ġ.""]"
48,Bütün bu projeler süresince israfa kaçma lütfen mümkünse .,negation,syntactic,after,after,True,kaçma,lütfen,mümkünse,kaç-ma,kaç-NEG.IMP.2SG,35,40,41,56,12,13,14,19,6,2,2,2,False,kaçma,lütfen mümkünse,ĠkaÃ§ ma,Ġl Ã¼ tf en ĠmÃ¼mkÃ¼n se,21,"[""B"", ""Ã¼t"", ""Ã¼n"", ""Ġbu"", ""Ġproj"", ""eler"", ""ĠsÃ¼"", ""res"", ""ince"", ""Ġis"", ""ra"", ""fa"", ""ĠkaÃ§"", ""ma"", ""Ġl"", ""Ã¼"", ""tf"", ""en"", ""ĠmÃ¼mkÃ¼n"", ""se"", ""Ġ.""]"
50,Durup durup kıza elleşme!,negation,syntactic,before,before,True,elleşme,Durup,kıza,elleş-me,elleş-NEG.IMP.2SG,17,24,6,16,6,8,2,5,4,3,-4,4,False,elleşme,durup kıza,Ġelle ÅŁ me,Ġdur up ĠkÄ± za,10,"[""Dur"", ""up"", ""Ġdur"", ""up"", ""ĠkÄ±"", ""za"", ""Ġelle"", ""ÅŁ"", ""me"", ""!""]"
