row_id,token_index,token,token_id,char_start,char_end,text_span,in_ambiguous_span,in_cue_span
4,2,Ġbir,15248,6,10, bir,False,False
4,3,Ġev,3637,10,13, ev,False,False
4,4,Ġto,311,13,16, to,True,False
4,5,pl,500,16,18,pl,True,False
4,6,ama,3029,18,21,ama,True,False
4,7,",",11,21,22,",",False,False
4,8,Ġben,3318,22,26, ben,False,True
4,9,Ġbu,1031,26,29, bu,False,True
4,10,Ġe,384,29,31, e,False,True
4,11,fs,3848,31,33,fs,False,True
4,12,an,276,33,35,an,False,True
4,13,eye,18958,35,38,eye,False,True
4,14,ĠE,468,38,40, E,False,False
4,15,ski,32539,40,43,ski,False,False
4,16,ÅŁehir,126966,43,48,şehir,False,False
4,17,'d,4172,48,50,'d,False,False
4,18,e,68,50,51,e,False,False
4,19,ĠÃ¶ÄŁrenc,127589,51,58, öğrenc,False,False
4,20,iy,16220,58,60,iy,False,False
4,21,ken,2712,60,63,ken,False,False
4,22,ĠÅŁ,22066,63,65, ş,False,False
4,23,ah,1466,65,67,ah,False,False
4,24,it,275,67,69,it,False,False
4,25,Ġol,8328,69,72, ol,False,False
4,26,mu,15128,72,74,mu,False,False
4,27,ÅŁt,47397,74,76,şt,False,False
4,28,um,372,76,78,um,False,False
4,29,.,13,78,79,.,False,False
7,0,Ä°,47780,0,1,İ,False,False
7,1,ÅŁ,7222,1,2,ş,False,False
7,2,te,665,2,4,te,False,False
7,3,Ġev,3637,4,7, ev,False,False
7,4,l,75,7,8,l,False,False
7,5,ilik,96159,8,12,ilik,False,False
7,6,ĠÃ¶,16942,12,14, ö,False,False
7,7,nc,1016,14,16,nc,False,False
7,8,esi,33083,16,19,esi,False,False
7,9,Ġni,12788,19,22, ni,False,False
7,10,ÅŁ,7222,22,23,ş,False,False
7,11,an,276,23,25,an,False,False
7,12,Ġbo,708,25,28, bo,True,False
7,13,z,89,28,29,z,True,False
7,14,ma,1728,29,31,ma,True,False
7,15,Ġgibi,67845,31,36, gibi,False,True
7,16,ĠiliÅŁ,127253,36,41, iliş,False,True
7,17,k,74,41,42,k,False,True
7,18,iler,5769,42,46,iler,False,True
7,19,le,273,46,48,le,False,True
7,20,Ġil,3815,48,51, il,False,True
7,21,g,70,51,52,g,False,True
7,22,ili,3921,52,55,ili,False,True
7,23,ĠgÃ¶,30185,55,58, gö,False,True
7,24,rg,1984,58,60,rg,False,True
7,25,Ã¼,2391,60,61,ü,False,True
7,26,Ġkur,27265,61,65, kur,False,True
7,27,all,541,65,68,all,False,True
7,28,ar,277,68,70,ar,False,True
7,29,Ä±nÄ±n,79626,70,74,ının,False,True
7,30,ĠF,434,74,76, F,False,False
7,31,ren,1440,76,79,ren,False,False
7,32,k,74,79,80,k,False,False
7,33,Ã§e,124806,80,82,çe,False,False
7,34,Ġkit,16138,82,86, kit,False,False
7,35,apl,72289,86,89,apl,False,False
7,36,arda,71526,89,93,arda,False,False
7,37,Ġyaz,78114,93,97, yaz,False,False
7,38,an,276,97,99,an,False,False
7,39,Ä±,3777,99,100,ı,False,False
7,40,.,13,100,101,.,False,False
8,0,Ä°,47780,0,1,İ,False,False
8,1,ÅŁ,7222,1,2,ş,False,False
8,2,te,665,2,4,te,False,False
8,3,Ġev,3637,4,7, ev,False,False
8,4,l,75,7,8,l,False,False
8,5,ilik,96159,8,12,ilik,False,False
8,6,ĠÃ¶,16942,12,14, ö,False,False
8,7,nc,1016,14,16,nc,False,False
8,8,esi,33083,16,19,esi,False,False
8,9,Ġni,12788,19,22, ni,False,False
8,10,ÅŁ,7222,22,23,ş,False,False
8,11,an,276,23,25,an,False,False
8,12,Ġbo,708,25,28, bo,True,False
8,13,z,89,28,29,z,True,False
8,14,ma,1728,29,31,ma,True,False
8,15,Ġgibi,67845,31,36, gibi,False,True
8,16,ĠiliÅŁ,127253,36,41, iliş,False,True
8,17,k,74,41,42,k,False,True
8,18,iler,5769,42,46,iler,False,True
8,19,le,273,46,48,le,False,True
8,20,Ġil,3815,48,51, il,False,True
8,21,g,70,51,52,g,False,True
8,22,ili,3921,52,55,ili,False,True
8,23,Ġme,752,55,58, me,False,True
8,24,v,85,58,59,v,False,True
8,25,z,89,59,60,z,False,True
8,26,ular,1276,60,64,ular,False,True
8,27,Ä±,3777,64,65,ı,False,True
8,28,ĠaÃ§Ä±kl,130165,65,71, açıkl,False,False
8,29,Ä±ÄŁ,92587,71,73,ığ,False,False
8,30,a,64,73,74,a,False,False
8,31,Ġk,595,74,76, k,False,False
8,32,av,402,76,78,av,False,False
8,33,u,84,78,79,u,False,False
8,34,ÅŁt,47397,79,81,şt,False,False
8,35,uran,26014,81,85,uran,False,False
8,36,Ġy,379,85,87, y,False,False
8,37,azar,33044,87,91,azar,False,False
8,38,Ä±n,16116,91,93,ın,False,False
8,39,ĠF,434,93,95, F,False,False
8,40,ren,1440,95,98,ren,False,False
8,41,k,74,98,99,k,False,False
8,42,Ã§e,124806,99,101,çe,False,False
8,43,Ġkit,16138,101,105, kit,False,False
8,44,ap,391,105,107,ap,False,False
8,45,larÄ±,45837,107,111,ları,False,False
8,46,.,13,111,112,.,False,False
11,0,Ä°,47780,0,1,İ,False,False
11,1,ÅŁ,7222,1,2,ş,False,False
11,2,te,665,2,4,te,False,False
11,3,Ġev,3637,4,7, ev,False,False
11,4,l,75,7,8,l,False,False
11,5,ilik,96159,8,12,ilik,False,False
11,6,ĠÃ¶,16942,12,14, ö,False,False
11,7,nc,1016,14,16,nc,False,False
11,8,esi,33083,16,19,esi,False,False
11,9,Ġbir,15248,19,23, bir,False,False
11,10,i,72,23,24,i,False,False
11,11,yle,967,24,27,yle,False,False
11,12,ĠÃ§Ä±kma,137372,27,33, çıkma,True,False
11,13,Ġgibi,67845,33,38, gibi,False,True
11,14,Ġem,976,38,41, em,False,True
11,15,ir,404,41,43,ir,False,True
11,16,leri,46779,43,47,leri,False,True
11,17,ĠyaÄŁ,132724,47,51, yağ,False,False
11,18,dÄ±,126220,51,53,dı,False,False
11,19,ran,6576,53,56,ran,False,False
11,20,ĠkadÄ±n,129546,56,62, kadın,False,False
11,21,",",11,62,63,",",False,False
11,22,ĠF,434,63,65, F,False,False
11,23,ren,1440,65,68,ren,False,False
11,24,k,74,68,69,k,False,False
11,25,Ã§e,124806,69,71,çe,False,False
11,26,Ġkit,16138,71,75, kit,False,False
11,27,ap,391,75,77,ap,False,False
11,28,lar,13796,77,80,lar,False,False
11,29,Ġyaz,78114,80,84, yaz,False,False
11,30,Ä±yor,125030,84,88,ıyor,False,False
11,31,.,13,88,89,.,False,False
13,0,Ab,5830,0,2,Ab,False,False
13,1,one,603,2,5,one,False,False
13,2,",",11,5,6,",",False,False
13,3,Ġkend,71748,6,11, kend,False,False
13,4,is,285,11,13,is,False,False
13,5,ine,482,13,16,ine,False,False
13,6,Ġver,2739,16,20, ver,False,False
13,7,ilen,22837,20,24,ilen,False,False
13,8,Ġyeni,98713,24,29, yeni,False,False
13,9,ĠSIM,22889,29,33, SIM,False,False
13,10,Ġkart,57302,33,38, kart,False,False
13,11,Ä±nÄ±,37411,38,41,ını,False,False
13,12,",",11,41,42,",",False,False
13,13,ĠtaÅŁÄ±,129818,42,47, taşı,True,False
13,14,ma,1728,47,49,ma,True,False
13,15,Ġzaman,83140,49,55, zaman,False,True
13,16,Ä±,3777,55,56,ı,False,True
13,17,Ġbild,71211,56,61, bild,False,True
13,18,ir,404,61,63,ir,False,True
13,19,ild,695,63,66,ild,False,True
13,20,i,72,66,67,i,False,True
13,21,ÄŁ,11011,67,68,ğ,False,True
13,22,inde,26976,68,72,inde,False,True
13,23,Ġmak,50916,72,76, mak,False,False
13,24,ines,1543,76,80,ines,False,False
13,25,ine,482,80,83,ine,False,False
13,26,Ġtak,18116,83,87, tak,False,False
13,27,arak,27885,87,91,arak,False,False
13,28,Ġkullan,57016,91,98, kullan,False,False
13,29,m,76,98,99,m,False,False
13,30,aya,12589,99,102,aya,False,False
13,31,ĠbaÅŁ,46555,102,106, baş,False,False
13,32,lÄ±,25611,106,108,lı,False,False
13,33,yor,47220,108,111,yor,False,False
13,34,.,13,111,112,.,False,False
14,0,Ab,5830,0,2,Ab,False,False
14,1,one,603,2,5,one,False,False
14,2,",",11,5,6,",",False,False
14,3,Ġkend,71748,6,11, kend,False,False
14,4,is,285,11,13,is,False,False
14,5,ine,482,13,16,ine,False,False
14,6,Ġver,2739,16,20, ver,False,False
14,7,ilen,22837,20,24,ilen,False,False
14,8,Ġyeni,98713,24,29, yeni,False,False
14,9,ĠSIM,22889,29,33, SIM,False,False
14,10,Ġkart,57302,33,38, kart,False,False
14,11,Ä±nÄ±,37411,38,41,ını,False,False
14,12,",",11,41,42,",",False,False
14,13,Ġbu,1031,42,45, bu,False,False
14,14,Ġkel,48228,45,49, kel,False,False
14,15,imen,26144,49,53,imen,False,False
14,16,in,258,53,55,in,False,False
14,17,ĠsÄ±k,126998,55,59, sık,False,False
14,18,ĠsÄ±k,126998,59,63, sık,False,False
14,19,Ġte,1013,63,66, te,False,False
14,20,kr,9855,66,68,kr,False,False
14,21,ar,277,68,70,ar,False,False
14,22,Ġed,1578,70,73, ed,False,False
14,23,ild,695,73,76,ild,False,False
14,24,iÄŁi,127625,76,79,iği,False,False
14,25,Ġmes,10846,79,83, mes,False,False
14,26,aj,1630,83,85,aj,False,False
14,27,lar,13796,85,88,lar,False,False
14,28,la,4260,88,90,la,False,False
14,29,ĠtaÅŁÄ±,129818,90,95, taşı,True,False
14,30,ma,1728,95,97,ma,True,False
14,31,Ġzaman,83140,97,103, zaman,False,True
14,32,Ä±,3777,103,104,ı,False,True
14,33,Ġbild,71211,104,109, bild,False,True
14,34,ir,404,109,111,ir,False,True
14,35,ild,695,111,114,ild,False,True
14,36,i,72,114,115,i,False,True
14,37,ÄŁ,11011,115,116,ğ,False,True
14,38,inde,26976,116,120,inde,False,True
14,39,Ġmak,50916,120,124, mak,False,False
14,40,ines,1543,124,128,ines,False,False
14,41,ine,482,128,131,ine,False,False
14,42,Ġtak,18116,131,135, tak,False,False
14,43,arak,27885,135,139,arak,False,False
14,44,Ġkullan,57016,139,146, kullan,False,False
14,45,m,76,146,147,m,False,False
14,46,aya,12589,147,150,aya,False,False
14,47,ĠbaÅŁ,46555,150,154, baş,False,False
14,48,lÄ±,25611,154,156,lı,False,False
14,49,yor,47220,156,159,yor,False,False
14,50,.,13,159,160,.,False,False
17,0,Ab,5830,0,2,Ab,False,False
17,1,one,603,2,5,one,False,False
17,2,",",11,5,6,",",False,False
17,3,Ġkend,71748,6,11, kend,False,False
17,4,is,285,11,13,is,False,False
17,5,ine,482,13,16,ine,False,False
17,6,Ġver,2739,16,20, ver,False,False
17,7,ilen,22837,20,24,ilen,False,False
17,8,Ġyeni,98713,24,29, yeni,False,False
17,9,ĠSIM,22889,29,33, SIM,False,False
17,10,Ġkart,57302,33,38, kart,False,False
17,11,Ä±nÄ±,37411,38,41,ını,False,False
17,12,",",11,41,42,",",False,False
17,13,Ġsak,77310,42,46, sak,False,False
17,14,Ä±n,16116,46,48,ın,False,False
17,15,Ġbu,1031,48,51, bu,False,True
17,16,Ġkart,57302,51,56, kart,False,True
17,17,Ä±,3777,56,57,ı,False,True
17,18,ĠtaÅŁÄ±,129818,57,62, taşı,True,True
17,19,ma,1728,62,64,ma,True,True
17,20,Ġdi,1853,64,67, di,False,True
17,21,ye,9011,67,69,ye,False,True
17,22,Ġuyar,140741,69,74, uyar,False,True
17,23,Ä±lm,133209,74,77,ılm,False,True
17,24,ad,329,77,79,ad,False,True
17,25,Ä±ÄŁÄ±,74337,79,82,ığı,False,True
17,26,ĠiÃ§in,33171,82,87, için,False,True
17,27,Ġmak,50916,87,91, mak,False,False
17,28,ines,1543,91,95,ines,False,False
17,29,ine,482,95,98,ine,False,False
17,30,Ġtak,18116,98,102, tak,False,False
17,31,arak,27885,102,106,arak,False,False
17,32,Ġkullan,57016,106,113, kullan,False,False
17,33,m,76,113,114,m,False,False
17,34,aya,12589,114,117,aya,False,False
17,35,ĠbaÅŁ,46555,117,121, baş,False,False
17,36,lÄ±,25611,121,123,lı,False,False
17,37,yor,47220,123,126,yor,False,False
17,38,.,13,126,127,.,False,False
18,0,St,623,0,2,St,False,False
18,1,Ã¼,2391,2,3,ü,False,False
18,2,dy,10258,3,5,dy,False,False
18,3,oda,13993,5,8,oda,False,False
18,4,Ġbomb,12764,8,13, bomb,False,False
18,5,a,64,13,14,a,False,False
18,6,Ġar,796,14,17, ar,True,False
18,7,ama,3029,17,20,ama,True,False
18,8,Ġfil,1461,20,24, fil,False,True
18,9,an,276,24,26,an,False,True
18,10,Ġgibi,67845,26,31, gibi,False,True
18,11,Ġuyar,140741,31,36, uyar,False,True
18,12,Ä±l,54788,36,38,ıl,False,True
18,13,arda,71526,38,42,arda,False,True
18,14,Ġbulund,135100,42,49, bulund,False,False
18,15,u,84,49,50,u,False,False
18,16,.,13,50,51,.,False,False
19,0,St,623,0,2,St,False,False
19,1,Ã¼,2391,2,3,ü,False,False
19,2,dy,10258,3,5,dy,False,False
19,3,oda,13993,5,8,oda,False,False
19,4,Ġbomb,12764,8,13, bomb,False,False
19,5,a,64,13,14,a,False,False
19,6,Ġar,796,14,17, ar,True,False
19,7,ama,3029,17,20,ama,True,False
19,8,Ġfil,1461,20,24, fil,False,True
19,9,an,276,24,26,an,False,True
19,10,Ġgibi,67845,26,31, gibi,False,True
19,11,Ġkon,16540,31,35, kon,False,True
19,12,ular,1276,35,39,ular,False,True
19,13,ĠkonuÅŁ,126065,39,45, konuş,False,False
19,14,ul,360,45,47,ul,False,False
19,15,du,1054,47,49,du,False,False
19,16,.,13,49,50,.,False,False
21,0,Ä°,47780,0,1,İ,False,False
21,1,ng,968,1,3,ng,False,False
21,2,il,321,3,5,il,False,False
21,3,iz,449,5,7,iz,False,False
21,4,ce,346,7,9,ce,False,False
21,5,Ġve,5208,9,12, ve,False,False
21,6,ĠFr,2869,12,15, Fr,False,False
21,7,ans,596,15,18,ans,False,False
21,8,Ä±z,47880,18,20,ız,False,False
21,9,ca,924,20,22,ca,False,False
21,10,ĠkonuÅŁ,126065,22,28, konuş,False,False
21,11,uy,4076,28,30,uy,False,False
21,12,or,269,30,32,or,False,False
21,13,",",11,32,33,",",False,False
21,14,ĠdÃ¼ny,139704,33,38, düny,False,False
21,15,ayÄ±,126379,38,41,ayı,False,False
21,16,Ġgez,41150,41,45, gez,False,False
21,17,miÅŁ,124801,45,48,miş,False,False
21,18,",",11,48,49,",",False,False
21,19,ĠgÃ¶rm,139767,49,54, görm,False,False
21,20,Ã¼ÅŁ,124911,54,56,üş,False,False
21,21,ĠgeÃ§,76111,56,60, geç,False,False
21,22,irm,2853,60,63,irm,False,False
21,23,iÅŁ,97802,63,65,iş,False,False
21,24,",",11,65,66,",",False,False
21,25,Ġinsan,61538,66,72, insan,False,False
21,26,Ġol,8328,72,75, ol,True,False
21,27,ma,1728,75,77,ma,True,False
21,28,Ġok,5394,77,80, ok,False,True
21,29,ul,360,80,82,ul,False,True
21,30,unu,62253,82,85,unu,False,True
21,31,ĠgenÃ§,132425,85,90, genç,False,False
21,32,ĠyaÅŁÄ±nda,135521,90,98, yaşında,False,False
21,33,ĠbaÅŁarÄ±,132962,98,105, başarı,False,False
21,34,yla,60722,105,108,yla,False,False
21,35,Ġbit,2699,108,112, bit,False,False
21,36,irm,2853,112,115,irm,False,False
21,37,iÅŁ,97802,115,117,iş,False,False
21,38,Ġbir,15248,117,121, bir,False,False
21,39,ĠgÃ¼zel,129032,121,127, güzel,False,False
21,40,Ġadam,48966,127,132, adam,False,False
21,41,.,13,132,133,.,False,False
22,0,Ä°,47780,0,1,İ,False,False
22,1,ng,968,1,3,ng,False,False
22,2,il,321,3,5,il,False,False
22,3,iz,449,5,7,iz,False,False
22,4,ce,346,7,9,ce,False,False
22,5,Ġve,5208,9,12, ve,False,False
22,6,ĠFr,2869,12,15, Fr,False,False
22,7,ans,596,15,18,ans,False,False
22,8,Ä±z,47880,18,20,ız,False,False
22,9,ca,924,20,22,ca,False,False
22,10,ĠkonuÅŁ,126065,22,28, konuş,False,False
22,11,uy,4076,28,30,uy,False,False
22,12,or,269,30,32,or,False,False
22,13,",",11,32,33,",",False,False
22,14,ĠdÃ¼ny,139704,33,38, düny,False,False
22,15,ayÄ±,126379,38,41,ayı,False,False
22,16,Ġgez,41150,41,45, gez,False,False
22,17,miÅŁ,124801,45,48,miş,False,False
22,18,",",11,48,49,",",False,False
22,19,ĠgÃ¶rm,139767,49,54, görm,False,False
22,20,Ã¼ÅŁ,124911,54,56,üş,False,False
22,21,ĠgeÃ§,76111,56,60, geç,False,False
22,22,irm,2853,60,63,irm,False,False
22,23,iÅŁ,97802,63,65,iş,False,False
22,24,",",11,65,66,",",False,False
22,25,ĠÃ¶,16942,66,68, ö,False,False
22,26,k,74,68,69,k,False,False
22,27,Ã¼z,78591,69,71,üz,False,False
22,28,Ġol,8328,71,74, ol,True,False
22,29,ma,1728,74,76,ma,True,False
22,30,Ġsen,6124,76,80, sen,False,True
22,31,Ġdi,1853,80,83, di,False,True
22,32,ye,9011,83,85,ye,False,True
22,33,ĠÃ§,18086,85,87, ç,False,False
22,34,abal,62794,87,91,abal,False,False
22,35,Ä±yor,125030,91,95,ıyor,False,False
22,36,Ġadam,48966,95,100, adam,False,False
22,37,ca,924,100,102,ca,False,False
22,38,ÄŁÄ±,43286,102,104,ğı,False,False
22,39,z,89,104,105,z,False,False
22,40,.,13,105,106,.,False,False
23,0,An,2082,0,2,An,False,False
23,1,nen,12495,2,5,nen,False,False
23,2,Ġem,976,5,8, em,False,True
23,3,ir,404,8,10,ir,False,True
23,4,Ġver,2739,10,14, ver,False,True
23,5,iyor,83342,14,18,iyor,False,True
23,6,Ġpilot,17708,18,24, pilot,False,False
23,7,Ġol,8328,24,27, ol,True,False
23,8,ma,1728,27,29,ma,True,False
23,9,",",11,29,30,",",False,False
23,10,Ġok,5394,30,33, ok,False,False
23,11,ul,360,33,35,ul,False,False
23,12,una,8565,35,38,una,False,False
23,13,Ġyaz,78114,38,42, yaz,False,False
23,14,Ä±l,54788,42,44,ıl,False,False
23,15,Ġdi,1853,44,47, di,False,False
23,16,ye,9011,47,49,ye,False,False
23,17,!,0,49,50,!,False,False
24,0,Man,1658,0,3,Man,False,False
24,1,ast,559,3,6,ast,False,False
24,2,Ä±r,29233,6,8,ır,False,False
24,3,ĠAs,1634,8,11, As,False,False
24,4,ker,7052,11,14,ker,False,False
24,5,i,72,14,15,i,False,False
24,6,ĠL,444,15,17, L,False,False
24,7,ises,4909,17,21,ises,False,False
24,8,inde,26976,21,25,inde,False,False
24,9,ĠMust,15465,25,30, Must,False,False
24,10,afa,35834,30,33,afa,False,False
24,11,'n,43786,33,35,'n,False,False
24,12,Ä±n,16116,35,37,ın,False,False
24,13,Ġok,5394,37,40, ok,True,False
24,14,uma,13416,40,43,uma,True,False
24,15,Ġil,3815,43,46, il,False,True
24,16,g,70,46,47,g,False,True
24,17,isi,13229,47,50,isi,False,True
24,18,Ġart,1947,50,54, art,False,False
24,19,tÄ±,125453,54,56,tı,False,False
24,20,.,13,56,57,.,False,False
25,0,Man,1658,0,3,Man,False,False
25,1,ast,559,3,6,ast,False,False
25,2,Ä±r,29233,6,8,ır,False,False
25,3,ĠAs,1634,8,11, As,False,False
25,4,ker,7052,11,14,ker,False,False
25,5,i,72,14,15,i,False,False
25,6,ĠL,444,15,17, L,False,False
25,7,ises,4909,17,21,ises,False,False
25,8,inde,26976,21,25,inde,False,False
25,9,ĠMust,15465,25,30, Must,False,False
25,10,afa,35834,30,33,afa,False,False
25,11,'n,43786,33,35,'n,False,False
25,12,Ä±n,16116,35,37,ın,False,False
25,13,Ġok,5394,37,40, ok,True,False
25,14,uma,13416,40,43,uma,True,False
25,15,Ġdi,1853,43,46, di,False,True
25,16,ye,9011,46,48,ye,False,True
25,17,Ġatt,1619,48,52, att,False,True
25,18,Ä±ÄŁÄ±,74337,52,55,ığı,False,True
25,19,ĠÃ§,18086,55,57, ç,False,True
25,20,Ä±ÄŁ,92587,57,59,ığ,False,True
25,21,lÄ±k,91733,59,62,lık,False,True
25,22,Ġher,1059,62,66, her,False,False
25,23,kes,12556,66,69,kes,False,False
25,24,i,72,69,70,i,False,False
25,25,ĠÅŁa,130338,70,73, şa,False,False
25,26,ÅŁÄ±,77313,73,75,şı,False,False
25,27,rt,3342,75,77,rt,False,False
25,28,tÄ±,125453,77,79,tı,False,False
25,29,.,13,79,80,.,False,False
26,0,A,32,0,1,A,False,False
26,1,yrÄ±ca,127368,1,6,yrıca,False,False
26,2,Ġar,796,6,9, ar,False,False
26,3,alar,7934,9,13,alar,False,False
26,4,Ä±nda,38697,13,17,ında,False,False
26,5,ĠTÃ¼rk,126441,17,22, Türk,False,False
26,6,ler,1536,22,25,ler,False,False
26,7,in,258,25,27,in,False,False
26,8,Ġde,409,27,30, de,False,False
26,9,ĠbulunduÄŁu,135101,30,40, bulunduğu,False,False
26,10,Ġbir,15248,40,44, bir,False,False
26,11,Ġbri,39468,44,48, bri,False,False
26,12,Ã§,3131,48,49,ç,False,False
26,13,Ġtak,18116,49,53, tak,False,False
26,14,Ä±,3777,53,54,ı,False,False
26,15,ml,1014,54,56,ml,False,False
26,16,arÄ±,67128,56,59,arı,False,False
26,17,Ġvar,762,59,63, var,False,False
26,18,mÄ±ÅŁ,125042,63,66,mış,False,False
26,19,Ġve,5208,66,69, ve,False,False
26,20,Ġbri,39468,69,73, bri,False,False
26,21,Ã§,3131,73,74,ç,False,False
26,22,Ġo,297,74,76, o,False,False
26,23,yn,1872,76,78,yn,False,False
26,24,ark,838,78,81,ark,False,False
26,25,en,268,81,83,en,False,False
26,26,ĠyalnÄ±z,137825,83,90, yalnız,False,False
26,27,ca,924,90,92,ca,False,False
26,28,ĠTÃ¼rkÃ§e,136891,92,99, Türkçe,False,False
26,29,ĠkonuÅŁma,134180,99,107, konuşma,True,False
26,30,Ġkur,27265,107,111, kur,False,True
26,31,all,541,111,114,all,False,True
26,32,arÄ±,67128,114,117,arı,False,True
26,33,Ġvar,762,117,121, var,False,False
26,34,mÄ±ÅŁ,125042,121,124,mış,False,False
26,35,.,13,124,125,.,False,False
27,0,A,32,0,1,A,False,False
27,1,yrÄ±ca,127368,1,6,yrıca,False,False
27,2,Ġar,796,6,9, ar,False,False
27,3,alar,7934,9,13,alar,False,False
27,4,Ä±nda,38697,13,17,ında,False,False
27,5,ĠTÃ¼rk,126441,17,22, Türk,False,False
27,6,ler,1536,22,25,ler,False,False
27,7,in,258,25,27,in,False,False
27,8,Ġde,409,27,30, de,False,False
27,9,ĠbulunduÄŁu,135101,30,40, bulunduğu,False,False
27,10,Ġbir,15248,40,44, bir,False,False
27,11,Ġbri,39468,44,48, bri,False,False
27,12,Ã§,3131,48,49,ç,False,False
27,13,Ġtak,18116,49,53, tak,False,False
27,14,Ä±,3777,53,54,ı,False,False
27,15,ml,1014,54,56,ml,False,False
27,16,arÄ±,67128,56,59,arı,False,False
27,17,Ġvar,762,59,63, var,False,False
27,18,mÄ±ÅŁ,125042,63,66,mış,False,False
27,19,Ġve,5208,66,69, ve,False,False
27,20,Ġbri,39468,69,73, bri,False,False
27,21,Ã§,3131,73,74,ç,False,False
27,22,Ġo,297,74,76, o,False,False
27,23,yn,1872,76,78,yn,False,False
27,24,ark,838,78,81,ark,False,False
27,25,en,268,81,83,en,False,False
27,26,ĠTÃ¼rkÃ§e,136891,83,90, Türkçe,False,False
27,27,ĠkonuÅŁma,134180,90,98, konuşma,True,False
27,28,Ġdi,1853,98,101, di,False,True
27,29,ye,9011,101,103,ye,False,True
27,30,ĠÃ§ok,57012,103,107, çok,False,True
27,31,Ġc,272,107,109, c,False,True
27,32,idd,1772,109,112,idd,False,True
27,33,i,72,112,113,i,False,True
27,34,Ġkur,27265,113,117, kur,False,True
27,35,all,541,117,120,all,False,True
27,36,arÄ±,67128,120,123,arı,False,True
