row_id,sentence,label,type,location,computed_location,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,cue_relative_position,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json
18,Stüdyoda bomba arama filan gibi uyarılarda bulundu.,negation,semantic,after,after,True,arama,filan,uyarılarda,ara-ma,ara-NEG.IMP.2SG,15,20,21,42,6,7,8,13,6,2,2,2,False,arama,filan gibi uyarılarda,Ġar ama,Ġfil an Ġgibi Ġuyar Ä±l arda,16,"[""St"", ""Ã¼"", ""dy"", ""oda"", ""Ġbomb"", ""a"", ""Ġar"", ""ama"", ""Ġfil"", ""an"", ""Ġgibi"", ""Ġuyar"", ""Ä±l"", ""arda"", ""Ġbulundu"", "".""]"
19,Stüdyoda bomba arama filan gibi konular konuşuldu.,nominalizer,semantic,after,after,True,arama,filan,konular,ara-ma,ara-NMLZ,15,20,21,39,6,7,8,12,5,2,2,2,False,arama,filan gibi konular,Ġar ama,Ġfil an Ġgibi Ġkon ular,16,"[""St"", ""Ã¼"", ""dy"", ""oda"", ""Ġbomb"", ""a"", ""Ġar"", ""ama"", ""Ġfil"", ""an"", ""Ġgibi"", ""Ġkon"", ""ular"", ""ĠkonuÅŁ"", ""uldu"", "".""]"
21,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, insan olma okulunu genç yaşında başarıyla bitirmiş bir güzel adam.",nominalizer,syntactic,after,after,True,olma,okulunu,okulunu,ol-ma,ol-NMLZ,73,77,78,85,24,24,25,26,2,1,1,1,False,olma,okulunu,Ġolma,Ġokul unu,38,"[""Ä°ng"", ""iliz"", ""ce"", ""Ġve"", ""ĠFr"", ""ans"", ""Ä±z"", ""ca"", ""ĠkonuÅŁ"", ""uyor"", "","", ""ĠdÃ¼ny"", ""ayÄ±"", ""Ġgez"", ""miÅŁ"", "","", ""ĠgÃ¶"", ""rm"", ""Ã¼ÅŁ"", ""ĠgeÃ§"", ""irm"", ""iÅŁ"", "","", ""Ġinsan"", ""Ġolma"", ""Ġokul"", ""unu"", ""ĠgenÃ§"", ""ĠyaÅŁÄ±nda"", ""ĠbaÅŁarÄ±"", ""yla"", ""Ġbit"", ""irm"", ""iÅŁ"", ""Ġbir"", ""ĠgÃ¼zel"", ""Ġadam"", "".""]"
22,"İngilizce ve Fransızca konuşuyor, dünyayı gezmiş, görmüş geçirmiş, öküz olma sen diye çabalıyor adamcağız.",negation,syntactic,after,after,True,olma,sen,diye,ol-ma,ol-NEG.IMP.2SG,72,76,77,85,26,26,27,28,2,1,1,1,False,olma,sen diye,Ġolma,Ġsen Ġdiye,37,"[""Ä°ng"", ""iliz"", ""ce"", ""Ġve"", ""ĠFr"", ""ans"", ""Ä±z"", ""ca"", ""ĠkonuÅŁ"", ""uyor"", "","", ""ĠdÃ¼ny"", ""ayÄ±"", ""Ġgez"", ""miÅŁ"", "","", ""ĠgÃ¶"", ""rm"", ""Ã¼ÅŁ"", ""ĠgeÃ§"", ""irm"", ""iÅŁ"", "","", ""ĠÃ¶"", ""k"", ""Ã¼z"", ""Ġolma"", ""Ġsen"", ""Ġdiye"", ""ĠÃ§"", ""abal"", ""Ä±yor"", ""Ġadam"", ""ca"", ""ÄŁÄ±"", ""z"", "".""]"
23,"Annen emir veriyor pilot olma, okuluna yazıl diye!",negation,semantic,before,before,True,olma,emir,veriyor,ol-ma,ol-NEG.IMP.2SG,25,29,6,18,6,6,2,4,3,1,-4,4,False,olma,emir veriyor,Ġolma,Ġem ir Ġveriyor,14,"[""An"", ""nen"", ""Ġem"", ""ir"", ""Ġveriyor"", ""Ġpilot"", ""Ġolma"", "","", ""Ġokul"", ""una"", ""Ġyaz"", ""Ä±l"", ""Ġdiye"", ""!""]"
24,Manastır Askeri Lisesinde Mustafa'nın okuma ilgisi arttı.,nominalizer,syntactic,after,after,True,okuma,ilgisi,ilgisi,oku-ma,oku-NMLZ,38,43,44,50,11,12,13,14,2,2,2,2,False,okuma,ilgisi,Ġok uma,Ġilg isi,18,"[""Man"", ""ast"", ""Ä±r"", ""ĠAs"", ""ker"", ""i"", ""ĠL"", ""ises"", ""inde"", ""ĠMustafa"", ""'nÄ±n"", ""Ġok"", ""uma"", ""Ġilg"", ""isi"", ""Ġart"", ""tÄ±"", "".""]"
25,Manastır Askeri Lisesinde Mustafa'nın okuma diye attığı çığlık herkesi şaşırttı.,negation,syntactic,after,after,True,okuma,diye,çığlık,oku-ma,oku-NEG.IMP.2SG,38,43,44,62,11,12,13,18,6,2,2,2,False,okuma,diye attığı çığlık,Ġok uma,Ġdiye Ġatt Ä±ÄŁÄ± ĠÃ§ Ä±ÄŁ lÄ±k,26,"[""Man"", ""ast"", ""Ä±r"", ""ĠAs"", ""ker"", ""i"", ""ĠL"", ""ises"", ""inde"", ""ĠMustafa"", ""'nÄ±n"", ""Ġok"", ""uma"", ""Ġdiye"", ""Ġatt"", ""Ä±ÄŁÄ±"", ""ĠÃ§"", ""Ä±ÄŁ"", ""lÄ±k"", ""Ġherkes"", ""i"", ""ĠÅŁ"", ""aÅŁÄ±"", ""rt"", ""tÄ±"", "".""]"
26,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken yalnızca Türkçe konuşma kuralları varmış.,nominalizer,syntactic,after,after,True,konuşma,kuralları,kuralları,konuş-ma,konuş-NMLZ,100,107,108,117,26,27,28,30,3,2,2,2,False,konuşma,kuralları,ĠkonuÅŁ ma,Ġkur all arÄ±,34,"[""A"", ""yr"", ""Ä±"", ""ca"", ""Ġar"", ""alarÄ±nda"", ""ĠTÃ¼rk"", ""lerin"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġoyn"", ""arken"", ""ĠyalnÄ±zca"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁ"", ""ma"", ""Ġkur"", ""all"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", "".""]"
27,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken Türkçe konuşma diye çok ciddi kuralları varmış.,negation,syntactic,after,after,True,konuşma,diye,kuralları,konuş-ma,konuş-NEG.IMP.2SG,91,98,99,123,25,26,27,32,6,2,2,2,False,konuşma,diye çok ciddi kuralları,ĠkonuÅŁ ma,Ġdiye ĠÃ§ok Ġciddi Ġkur all arÄ±,36,"[""A"", ""yr"", ""Ä±"", ""ca"", ""Ġar"", ""alarÄ±nda"", ""ĠTÃ¼rk"", ""lerin"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġoyn"", ""arken"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁ"", ""ma"", ""Ġdiye"", ""ĠÃ§ok"", ""Ġciddi"", ""Ġkur"", ""all"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", "".""]"
28,Ayrıca aralarında Türklerin de bulunduğu bir briç takımları varmış ve briç oynarken sen Türkçe konuşma diye çok çaba harcamışlar.,negation,syntactic,before,before,True,konuşma,sen,sen,konuş-ma,konuş-NEG.IMP.2SG,95,102,84,87,26,27,24,24,1,2,-2,2,False,konuşma,sen,ĠkonuÅŁ ma,Ġsen,37,"[""A"", ""yr"", ""Ä±"", ""ca"", ""Ġar"", ""alarÄ±nda"", ""ĠTÃ¼rk"", ""lerin"", ""Ġde"", ""ĠbulunduÄŁu"", ""Ġbir"", ""Ġbri"", ""Ã§"", ""Ġtak"", ""Ä±"", ""ml"", ""arÄ±"", ""Ġvar"", ""mÄ±ÅŁ"", ""Ġve"", ""Ġbri"", ""Ã§"", ""Ġoyn"", ""arken"", ""Ġsen"", ""ĠTÃ¼rkÃ§e"", ""ĠkonuÅŁ"", ""ma"", ""Ġdiye"", ""ĠÃ§ok"", ""ĠÃ§"", ""aba"", ""Ġhar"", ""cam"", ""Ä±ÅŁ"", ""lar"", "".""]"
29,Fakat ona etki eden duygusal tepkime sonucu nefes faktörünün devreye girmesidir.,nominalizer,syntactic,before,before,True,tepkime,ona,duygusal,tepki-me,tepki-NMLZ,29,36,6,28,7,9,2,6,5,3,-5,5,False,tepkime,ona etki eden duygusal,Ġtep k ime,Ġona Ġetki Ġeden Ġduyg usal,23,"[""F"", ""akat"", ""Ġona"", ""Ġetki"", ""Ġeden"", ""Ġduyg"", ""usal"", ""Ġtep"", ""k"", ""ime"", ""Ġsonucu"", ""Ġnef"", ""es"", ""Ġfakt"", ""Ã¶r"", ""Ã¼nÃ¼n"", ""Ġdev"", ""rey"", ""e"", ""Ġg"", ""irm"", ""esidir"", "".""]"
31,"Yani sen de bir patron olarak katma böyle değer, yakışıyor mu sana Allah aşkına!",negation,syntactic,after,after,True,katma,böyle,değer,kat-ma,kat-NEG.IMP.2SG,30,35,36,47,7,8,9,10,2,2,2,2,False,katma,böyle değer,Ġkat ma,ĠbÃ¶yle ĠdeÄŁer,22,"[""Y"", ""ani"", ""Ġsen"", ""Ġde"", ""Ġbir"", ""Ġpatron"", ""Ġolarak"", ""Ġkat"", ""ma"", ""ĠbÃ¶yle"", ""ĠdeÄŁer"", "","", ""Ġyak"", ""Ä±ÅŁ"", ""Ä±yor"", ""Ġmu"", ""Ġsana"", ""ĠAllah"", ""ĠaÅŁ"", ""k"", ""Ä±na"", ""!""]"
35,"Seven merak eder ama sen sakın merak etme, bunaltırsın kızı.",negation,syntactic,before,before,True,etme,ama,merak,et-me,et-NEG.IMP.2SG,37,41,17,36,8,8,3,7,5,1,-5,5,False,etme,ama sen sakın merak,Ġetme,Ġama Ġsen Ġsak Ä±n Ġmerak,18,"[""Seven"", ""Ġmerak"", ""Ġeder"", ""Ġama"", ""Ġsen"", ""Ġsak"", ""Ä±n"", ""Ġmerak"", ""Ġetme"", "","", ""Ġbun"", ""alt"", ""Ä±"", ""rs"", ""Ä±n"", ""Ġk"", ""Ä±zÄ±"", "".""]"
36,"Seven merak eder, merak etme aşkın doğasında vardır.",nominalizer,semantic,before,before,True,etme,merak,merak,et-me,et-NMLZ,24,28,18,23,5,5,4,4,1,1,-1,1,False,etme,merak,Ġetme,Ġmerak,12,"[""Seven"", ""Ġmerak"", ""Ġeder"", "","", ""Ġmerak"", ""Ġetme"", ""ĠaÅŁ"", ""kÄ±n"", ""ĠdoÄŁ"", ""asÄ±nda"", ""ĠvardÄ±r"", "".""]"
37,Dönemin Tercüman gazetesinde sistemli olarak Pol-Der aleyhine bir karalama kampanyası yürütülüyordu.,nominalizer,syntactic,before,before,True,karalama,Pol-Der,bir,karala-ma,karala-NMLZ,66,74,45,65,21,22,13,20,8,2,-8,8,False,karalama,Pol-Der aleyhine bir,Ġkar alama,ĠPol -D er Ġa ley h ine Ġbir,32,"[""D"", ""Ã¶n"", ""emin"", ""ĠT"", ""erc"", ""Ã¼"", ""man"", ""Ġgaz"", ""etes"", ""inde"", ""Ġsistem"", ""li"", ""Ġolarak"", ""ĠPol"", ""-D"", ""er"", ""Ġa"", ""ley"", ""h"", ""ine"", ""Ġbir"", ""Ġkar"", ""alama"", ""Ġkam"", ""pany"", ""asÄ±"", ""ĠyÃ¼rÃ¼t"", ""Ã¼l"", ""Ã¼y"", ""ord"", ""u"", "".""]"
38,"Bürokrasi, iktidarını pekiştirirken önce gerçekçileşerek dünya devriminden vazgeçmiş ve tek ülkede sosyalizmi inşa etme yöntemi olarak ulusal kalkınmayı ve sanayileşmeyi öne çıkarmış, ardından ve buna uygun olarak, milliyetçiliği Marksizmin içsel ve doğal bir unsuru olarak teorize etmiştir.",nominalizer,syntactic,after,after,True,etme,yöntemi,yöntemi,et-me,et-NMLZ,115,119,120,127,32,32,33,35,3,1,1,1,False,etme,yöntemi,Ġetme,ĠyÃ¶ nt emi,77,"[""B"", ""Ã¼"", ""ro"", ""kr"", ""asi"", "","", ""Ġiktidar"", ""Ä±nÄ±"", ""Ġpe"", ""ki"", ""ÅŁtir"", ""ir"", ""ken"", ""ĠÃ¶nce"", ""ĠgerÃ§ek"", ""Ã§"", ""ileÅŁ"", ""erek"", ""ĠdÃ¼nya"", ""Ġdev"", ""rim"", ""inden"", ""ĠvazgeÃ§"", ""miÅŁ"", ""Ġve"", ""Ġtek"", ""ĠÃ¼lk"", ""ede"", ""Ġsosyal"", ""iz"", ""mi"", ""ĠinÅŁa"", ""Ġetme"", ""ĠyÃ¶"", ""nt"", ""emi"", ""Ġolarak"", ""Ġul"", ""usal"", ""Ġkalk"", ""Ä±n"", ""mayÄ±"", ""Ġve"", ""Ġsan"", ""ay"", ""ileÅŁ"", ""meyi"", ""ĠÃ¶ne"", ""ĠÃ§Ä±k"", ""arm"", ""Ä±ÅŁ"", "","", ""ĠardÄ±ndan"", ""Ġve"", ""Ġbuna"", ""Ġuygun"", ""Ġolarak"", "","", ""Ġmill"", ""iyet"", ""Ã§"", ""iliÄŁi"", ""ĠMarks"", ""iz"", ""min"", ""ĠiÃ§"", ""sel"", ""Ġve"", ""ĠdoÄŁal"", ""Ġbir"", ""Ġuns"", ""uru"", ""Ġolarak"", ""Ġteor"", ""ize"", ""ĠetmiÅŁtir"", "".""]"
39,"Bu mahkemeler bünyesinde sosyal hizmet uzmanları görev almalı, ayrıca psikolog, pedagog ve sosyal çalışma uzmanlarından oluşan bir bilirkişilik kurumu oluşturulmalıdır.",nominalizer,syntactic,after,after,True,çalışma,uzmanlarından,uzmanlarından,çalış-ma,çalış-NMLZ,98,105,106,119,22,22,23,26,4,1,1,1,False,çalışma,uzmanlarından,ĠÃ§alÄ±ÅŁma,Ġuzman larÄ± nd an,42,"[""Bu"", ""Ġmah"", ""kem"", ""eler"", ""ĠbÃ¼ny"", ""esinde"", ""Ġsosyal"", ""Ġhizmet"", ""Ġuzman"", ""larÄ±"", ""ĠgÃ¶rev"", ""Ġal"", ""malÄ±"", "","", ""ĠayrÄ±ca"", ""Ġpsik"", ""olog"", "","", ""Ġped"", ""agog"", ""Ġve"", ""Ġsosyal"", ""ĠÃ§alÄ±ÅŁma"", ""Ġuzman"", ""larÄ±"", ""nd"", ""an"", ""ĠoluÅŁan"", ""Ġbir"", ""Ġbilir"", ""ki"", ""ÅŁ"", ""ilik"", ""Ġkur"", ""umu"", ""Ġol"", ""u"", ""ÅŁt"", ""ur"", ""ul"", ""malÄ±dÄ±r"", "".""]"
46,"Hava çok soğuk, sen sakın evden çıkma.",negation,semantic,before,before,True,çıkma,sen,evden,çık-ma,çık-NEG.IMP.2SG,32,37,16,31,10,11,5,9,5,2,-5,5,False,çıkma,sen sakın evden,ĠÃ§Ä±k ma,Ġsen Ġsak Ä±n Ġev den,13,"[""H"", ""ava"", ""ĠÃ§ok"", ""ĠsoÄŁuk"", "","", ""Ġsen"", ""Ġsak"", ""Ä±n"", ""Ġev"", ""den"", ""ĠÃ§Ä±k"", ""ma"", "".""]"
47,"Ekme dedim ama dinlemedi , bütün parasını kaybetmiş .",negation,syntactic,after,after,True,ekme,dedim,dinlemedi,ek-me,ek-NEG.IMP.2SG,0,4,5,24,0,1,2,6,5,2,2,2,False,Ekme,dedim ama dinlemedi,Ek me,Ġdedim Ġama Ġdin le medi,14,"[""Ek"", ""me"", ""Ġdedim"", ""Ġama"", ""Ġdin"", ""le"", ""medi"", ""Ġ,"", ""ĠbÃ¼tÃ¼n"", ""Ġparas"", ""Ä±nÄ±"", ""Ġkaybet"", ""miÅŁ"", ""Ġ.""]"
48,Bütün bu projeler süresince israfa kaçma lütfen mümkünse .,negation,syntactic,after,after,True,kaçma,lütfen,mümkünse,kaç-ma,kaç-NEG.IMP.2SG,35,40,41,56,11,12,13,20,8,2,2,2,False,kaçma,lütfen mümkünse,ĠkaÃ§ ma,Ġl Ã¼ tf en ĠmÃ¼ mk Ã¼n se,22,"[""B"", ""Ã¼tÃ¼n"", ""Ġbu"", ""Ġproj"", ""eler"", ""ĠsÃ¼"", ""res"", ""ince"", ""Ġis"", ""ra"", ""fa"", ""ĠkaÃ§"", ""ma"", ""Ġl"", ""Ã¼"", ""tf"", ""en"", ""ĠmÃ¼"", ""mk"", ""Ã¼n"", ""se"", ""Ġ.""]"
50,Durup durup kıza elleşme!,negation,syntactic,before,before,True,elleşme,Durup,kıza,elleş-me,elleş-NEG.IMP.2SG,17,24,6,16,6,8,2,5,4,3,-4,4,False,elleşme,durup kıza,Ġelle ÅŁ me,Ġdur up ĠkÄ± za,10,"[""Dur"", ""up"", ""Ġdur"", ""up"", ""ĠkÄ±"", ""za"", ""Ġelle"", ""ÅŁ"", ""me"", ""!""]"
51,"Nerede güzel görsen ona çevrilme , bizim ilde cana kıyan beyler var",negation,syntactic,before,before,True,çevrilme,ona,ona,çevril-me / çevir-il-me,çevril-NEG.IMP.2SG / çev-PASS-NEG.IMP.2SG,24,32,20,23,8,10,7,7,1,3,-1,1,False,çevrilme,ona,ĠÃ§ev ril me,Ġona,22,"[""N"", ""ered"", ""e"", ""ĠgÃ¼zel"", ""ĠgÃ¶"", ""rs"", ""en"", ""Ġona"", ""ĠÃ§ev"", ""ril"", ""me"", ""Ġ,"", ""Ġbizim"", ""Ġil"", ""de"", ""Ġcan"", ""a"", ""ĠkÄ±"", ""yan"", ""Ġbey"", ""ler"", ""Ġvar""]"
53,"Nerede güzel görsen ona çevirme niyetin oluyor , bizim ilde cana kıyan beyler var",negation,syntactic,after,after,True,çevirme,niyetin,oluyor,çevir-me,çevir-NMLZ,24,31,32,46,8,9,10,13,4,2,2,2,False,çevirme,niyetin oluyor,ĠÃ§evir me,Ġni yet in Ġoluyor,25,"[""N"", ""ered"", ""e"", ""ĠgÃ¼zel"", ""ĠgÃ¶"", ""rs"", ""en"", ""Ġona"", ""ĠÃ§evir"", ""me"", ""Ġni"", ""yet"", ""in"", ""Ġoluyor"", ""Ġ,"", ""Ġbizim"", ""Ġil"", ""de"", ""Ġcan"", ""a"", ""ĠkÄ±"", ""yan"", ""Ġbey"", ""ler"", ""Ġvar""]"
